File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.313e+01
Avg = 2.287e+01
SD = 1.522e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.313e+00,2.657e+00,786006,1.750e+01
2,5.313e+00,1.063e+01,7.970e+00,527196,1.234e+01
3,1.063e+01,1.594e+01,1.328e+01,488303,1.151e+01
4,1.594e+01,2.125e+01,1.860e+01,338912,7.576e+00
5,2.125e+01,2.657e+01,2.391e+01,290837,6.416e+00
6,2.657e+01,3.188e+01,2.922e+01,439732,1.028e+01
7,3.188e+01,3.719e+01,3.454e+01,451528,1.048e+01
8,3.719e+01,4.251e+01,3.985e+01,469418,1.077e+01
9,4.251e+01,4.782e+01,4.516e+01,462758,1.063e+01
10,4.782e+01,5.313e+01,5.048e+01,121726,2.503e+00
