File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.357e+01
Avg = 1.714e+01
SD = 1.193e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.357e+00,2.179e+00,317097,2.085e+01
2,4.357e+00,8.714e+00,6.536e+00,177764,1.199e+01
3,8.714e+00,1.307e+01,1.089e+01,159496,1.080e+01
4,1.307e+01,1.743e+01,1.525e+01,116286,7.777e+00
5,1.743e+01,2.179e+01,1.961e+01,122597,8.179e+00
6,2.179e+01,2.614e+01,2.396e+01,161182,1.092e+01
7,2.614e+01,3.050e+01,2.832e+01,169752,1.142e+01
8,3.050e+01,3.486e+01,3.268e+01,181530,1.204e+01
9,3.486e+01,3.921e+01,3.704e+01,72940,4.813e+00
10,3.921e+01,4.357e+01,4.139e+01,42688,1.213e+00
