File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.733e+01
Avg = 9.157e+00
SD = 6.535e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.733e+00,1.366e+00,350070,2.408e+01
2,2.733e+00,5.465e+00,4.099e+00,187503,1.351e+01
3,5.465e+00,8.198e+00,6.832e+00,153796,1.093e+01
4,8.198e+00,1.093e+01,9.564e+00,134624,9.530e+00
5,1.093e+01,1.366e+01,1.230e+01,161891,1.153e+01
6,1.366e+01,1.640e+01,1.503e+01,177828,1.257e+01
7,1.640e+01,1.913e+01,1.776e+01,166422,1.156e+01
8,1.913e+01,2.186e+01,2.050e+01,66184,4.602e+00
9,2.186e+01,2.459e+01,2.323e+01,49986,1.460e+00
10,2.459e+01,2.733e+01,2.596e+01,5424,2.162e-01
