File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.119e+01
Avg = 7.331e+00
SD = 5.409e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.119e+00,1.059e+00,180674,2.609e+01
2,2.119e+00,4.238e+00,3.178e+00,93502,1.403e+01
3,4.238e+00,6.357e+00,5.297e+00,55068,8.056e+00
4,6.357e+00,8.476e+00,7.416e+00,49491,7.219e+00
5,8.476e+00,1.059e+01,9.535e+00,59384,8.723e+00
6,1.059e+01,1.271e+01,1.165e+01,88611,1.327e+01
7,1.271e+01,1.483e+01,1.377e+01,100065,1.465e+01
8,1.483e+01,1.695e+01,1.589e+01,41420,5.893e+00
9,1.695e+01,1.907e+01,1.801e+01,40961,1.696e+00
10,1.907e+01,2.119e+01,2.013e+01,4032,3.650e-01
