File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.286e+01
Avg = 8.928e+00
SD = 6.424e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.286e+00,1.143e+00,108864,2.254e+01
2,2.286e+00,4.572e+00,3.429e+00,65559,1.435e+01
3,4.572e+00,6.858e+00,5.715e+00,39632,8.344e+00
4,6.858e+00,9.144e+00,8.001e+00,31082,6.525e+00
5,9.144e+00,1.143e+01,1.029e+01,33298,6.987e+00
6,1.143e+01,1.372e+01,1.257e+01,48671,1.042e+01
7,1.372e+01,1.600e+01,1.486e+01,54168,1.168e+01
8,1.600e+01,1.829e+01,1.714e+01,60730,1.274e+01
9,1.829e+01,2.057e+01,1.943e+01,39654,5.128e+00
10,2.057e+01,2.286e+01,2.172e+01,21426,1.279e+00
