File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.080e+01
Avg = 1.106e+01
SD = 8.161e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.080e+00,1.540e+00,325940,2.491e+01
2,3.080e+00,6.161e+00,4.621e+00,187772,1.488e+01
3,6.161e+00,9.241e+00,7.701e+00,102502,7.961e+00
4,9.241e+00,1.232e+01,1.078e+01,89656,6.894e+00
5,1.232e+01,1.540e+01,1.386e+01,103043,8.000e+00
6,1.540e+01,1.848e+01,1.694e+01,150341,1.172e+01
7,1.848e+01,2.156e+01,2.002e+01,187754,1.451e+01
8,2.156e+01,2.464e+01,2.310e+01,100344,7.701e+00
9,2.464e+01,2.772e+01,2.618e+01,46616,2.896e+00
10,2.772e+01,3.080e+01,2.926e+01,25488,5.276e-01
