File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.840e+01
Avg = 5.642e+00
SD = 4.143e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.840e+00,9.198e-01,347976,2.393e+01
2,1.840e+00,3.679e+00,2.759e+00,256842,1.845e+01
3,3.679e+00,5.519e+00,4.599e+00,153249,1.084e+01
4,5.519e+00,7.358e+00,6.438e+00,148748,1.058e+01
5,7.358e+00,9.198e+00,8.278e+00,157249,1.120e+01
6,9.198e+00,1.104e+01,1.012e+01,190854,1.329e+01
7,1.104e+01,1.288e+01,1.196e+01,104450,7.339e+00
8,1.288e+01,1.472e+01,1.380e+01,46522,3.206e+00
9,1.472e+01,1.656e+01,1.564e+01,43254,9.737e-01
10,1.656e+01,1.840e+01,1.748e+01,4584,1.929e-01
