File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 19 : V02FAM_G04_P04 (MPa),
0.00201772,0.000329051,
0.00480354,2.86972e-06,
0.00768645,0.000107089,
0.0104186,0.00241904,
0.0134009,0.043075,
0.0165394,0.500129,
0.0192961,0.870393,
0.0210486,1.14212,
0.0221235,1.12747,
0.0232139,1.14013,
0.0243149,1.17671,
0.0254172,1.21642,
0.0265478,1.26337,
0.0276864,1.3117,
0.0290333,1.36709,
0.0303859,1.4185,
0.0319723,1.47224,
0.0338468,1.53373,
0.0357192,1.57792,
0.0375612,1.62765,
0.0397395,1.69105,
0.0419387,1.73474,
0.0444818,1.79428,
0.047041,1.85001,
0.0495849,1.8996,
0.0521623,1.94702,
0.055162,1.99983,
0.0582407,2.04832,
0.0612831,2.09764,
0.0643483,2.14316,
0.0679342,2.19463,
0.0714926,2.24497,
0.0750947,2.29296,
0.0787275,2.3397,
0.0823589,2.384,
0.0866256,2.43528,
0.0908679,2.48541,
0.0951407,2.53304,
0.0994458,2.58099,
0.103772,2.62643,
0.108835,2.67898,
0.113877,2.73068,
0.118916,2.77942,
0.124047,2.82846,
0.129204,2.87606,
0.134373,2.91955,
0.140438,2.97353,
0.146432,3.03035,
0.152446,3.08149,
0.158523,3.13276,
0.164631,3.183,
0.170723,3.23226,
0.176869,3.2824,
0.183047,3.32748,
0.190333,3.38492,
0.197533,3.44528,
0.204723,3.5031,
0.211872,3.5595,
0.219073,3.6155,
0.226442,3.68149,
0.233579,3.74493,
0.240302,3.82408,
0.246722,3.95315,
0.253286,4.01902,
0.259824,4.11308,
0.266302,4.21148,
0.272847,4.31546,
0.279419,4.42395,
0.285954,4.53738,
0.292561,4.65146,
0.299168,4.77178,
0.305623,4.89145,
0.312053,5.00991,
0.318513,5.1272,
0.324984,5.24784,
0.331461,5.36669,
0.337916,5.48777,
0.344361,5.60813,
0.350827,5.7272,
0.357263,5.8476,
0.36371,5.9686,
0.370182,6.08918,
0.376674,6.20978,
0.383158,6.33115,
0.389641,6.45297,
0.396111,6.57164,
0.402725,6.69786,
0.409119,6.82087,
0.415611,6.94161,
0.421993,7.06381,
0.428353,7.18162,
0.434899,7.29893,
0.441424,7.42113,
0.447964,7.55657,
0.454235,7.67112,
0.460582,7.78715,
0.466953,7.90751,
0.47332,8.0383,
0.479549,8.15025,
0.485884,8.27786,
0.49209,8.38992,
0.498423,8.5186,
0.504593,8.64248,
0.510757,8.76146,
0.516868,8.86941,
0.523234,8.99882,
0.529446,9.12551,
0.535671,9.24659,
0.541934,9.37067,
0.548193,9.49598,
0.554383,9.60719,
0.560738,9.72536,
0.567208,9.86526,
0.573466,9.99633,
0.579781,10.1248,
0.58604,10.2532,
0.592191,10.3786,
0.598384,10.5025,
0.60473,10.6287,
0.611039,10.7605,
0.617287,10.8891,
0.623454,11.0166,
0.629703,11.1264,
0.636327,11.2703,
0.642606,11.4109,
0.648828,11.541,
0.655091,11.6721,
0.661373,11.8056,
0.667655,11.937,
0.673892,12.069,
0.680099,12.2007,
0.686357,12.3313,
0.692554,12.464,
0.698693,12.5938,
0.704801,12.7045,
0.710782,12.8652,
0.71633,13.0398,
0.721714,13.2004,
0.726319,13.3459,
0.730849,13.4759,
0.735406,13.6178,
0.739919,13.7623,
0.74443,13.9029,
0.748925,14.0485,
0.753429,14.1952,
0.757358,14.3295,
0.761265,14.4518,
0.765107,14.5789,
0.768893,14.7051,
0.772768,14.8357,
0.776601,14.9657,
0.780548,15.0959,
0.784391,15.23,
0.788243,15.363,
0.792167,15.4941,
0.796131,15.6288,
0.800085,15.7636,
0.804036,15.8972,
0.807979,16.0331,
0.811872,16.1667,
0.815883,16.2979,
0.819916,16.4317,
0.823965,16.5679,
0.828058,16.7012,
0.832076,16.8359,
0.836222,16.9653,
0.840409,17.0997,
0.844523,17.2353,
0.848763,17.3632,
0.85302,17.4965,
0.857232,17.6296,
0.861507,17.7604,
0.865796,17.893,
0.870076,18.0206,
0.874408,18.15,
0.878814,18.2774,
0.883274,18.4075,
0.887754,18.5549,
0.89213,18.6883,
0.89653,18.8139,
0.90097,18.9402,
0.905422,19.065,
0.90994,19.1901,
0.91448,19.3165,
0.919088,19.4418,
0.923716,19.5706,
0.92835,19.6772,
0.933124,19.8018,
0.938656,19.9589,
0.944075,20.1206,
0.949501,20.2666,
0.954947,20.4135,
0.960426,20.5347,
