File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.359e+01
Avg = 5.006e+00
SD = 2.564e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.359e+00,6.797e-01,248630,5.676e+00
2,1.359e+00,2.719e+00,2.039e+00,808250,1.991e+01
3,2.719e+00,4.078e+00,3.398e+00,666725,1.657e+01
4,4.078e+00,5.437e+00,4.758e+00,494451,1.220e+01
5,5.437e+00,6.797e+00,6.117e+00,570679,1.410e+01
6,6.797e+00,8.156e+00,7.476e+00,844326,2.061e+01
7,8.156e+00,9.515e+00,8.835e+00,326711,8.173e+00
8,9.515e+00,1.087e+01,1.019e+01,117481,2.341e+00
9,1.087e+01,1.223e+01,1.155e+01,11998,2.304e-01
10,1.223e+01,1.359e+01,1.291e+01,2880,1.875e-01
