File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.746e+01
Avg = 1.062e+01
SD = 7.786e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.746e+00,1.373e+00,213626,2.268e+01
2,2.746e+00,5.492e+00,4.119e+00,133712,1.471e+01
3,5.492e+00,8.239e+00,6.865e+00,87979,9.404e+00
4,8.239e+00,1.098e+01,9.612e+00,50680,5.221e+00
5,1.098e+01,1.373e+01,1.236e+01,71873,7.545e+00
6,1.373e+01,1.648e+01,1.510e+01,95713,1.056e+01
7,1.648e+01,1.922e+01,1.785e+01,94761,1.033e+01
8,1.922e+01,2.197e+01,2.060e+01,104670,1.136e+01
9,2.197e+01,2.472e+01,2.334e+01,91270,7.678e+00
10,2.472e+01,2.746e+01,2.609e+01,20576,5.006e-01
