File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.048e+01
Avg = 2.246e+01
SD = 1.482e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.048e+00,2.524e+00,113116,1.576e+01
2,5.048e+00,1.010e+01,7.572e+00,95302,1.414e+01
3,1.010e+01,1.514e+01,1.262e+01,80442,1.185e+01
4,1.514e+01,2.019e+01,1.767e+01,44948,6.522e+00
5,2.019e+01,2.524e+01,2.272e+01,39867,5.731e+00
6,2.524e+01,3.029e+01,2.776e+01,51498,7.390e+00
7,3.029e+01,3.533e+01,3.281e+01,76682,1.129e+01
8,3.533e+01,4.038e+01,3.786e+01,85643,1.236e+01
9,4.038e+01,4.543e+01,4.291e+01,76990,1.129e+01
10,4.543e+01,5.048e+01,4.795e+01,54920,3.660e+00
