File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.792e+01
Avg = 2.022e+01
SD = 1.373e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.793e+00,2.396e+00,830490,1.855e+01
2,4.793e+00,9.585e+00,7.189e+00,554870,1.298e+01
3,9.585e+00,1.438e+01,1.198e+01,481171,1.129e+01
4,1.438e+01,1.917e+01,1.677e+01,308659,6.860e+00
5,1.917e+01,2.396e+01,2.157e+01,297826,6.607e+00
6,2.396e+01,2.876e+01,2.636e+01,442694,1.040e+01
7,2.876e+01,3.355e+01,3.115e+01,440270,1.024e+01
8,3.355e+01,3.834e+01,3.594e+01,458032,1.054e+01
9,3.834e+01,4.313e+01,4.074e+01,449430,1.022e+01
10,4.313e+01,4.792e+01,4.553e+01,112974,2.309e+00
