File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.233e+01
Avg = 4.265e+00
SD = 2.577e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.233e+00,6.165e-01,815522,1.559e+01
2,1.233e+00,2.466e+00,1.849e+00,731124,1.613e+01
3,2.466e+00,3.699e+00,3.082e+00,669804,1.406e+01
4,3.699e+00,4.932e+00,4.315e+00,501469,1.016e+01
5,4.932e+00,6.165e+00,5.548e+00,663057,1.391e+01
6,6.165e+00,7.397e+00,6.781e+00,848354,1.774e+01
7,7.397e+00,8.630e+00,8.014e+00,490534,1.011e+01
8,8.630e+00,9.863e+00,9.247e+00,126095,1.994e+00
9,9.863e+00,1.110e+01,1.048e+01,7377,1.589e-01
10,1.110e+01,1.233e+01,1.171e+01,2880,1.492e-01
