File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.882e+01
Avg = 1.157e+01
SD = 8.673e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.882e+00,1.441e+00,169109,2.487e+01
2,2.882e+00,5.764e+00,4.323e+00,87670,1.327e+01
3,5.764e+00,8.646e+00,7.205e+00,47935,7.098e+00
4,8.646e+00,1.153e+01,1.009e+01,36328,5.371e+00
5,1.153e+01,1.441e+01,1.297e+01,38028,5.614e+00
6,1.441e+01,1.729e+01,1.585e+01,53084,7.886e+00
7,1.729e+01,2.017e+01,1.873e+01,82644,1.247e+01
8,2.017e+01,2.306e+01,2.161e+01,97038,1.443e+01
9,2.306e+01,2.594e+01,2.450e+01,47432,6.991e+00
10,2.594e+01,2.882e+01,2.738e+01,38316,1.996e+00
