File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G20_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G20_P01 (MPa),Time (sec),Run 2 : G20_P02 (MPa),Time (sec),Run 3 : G20_P03 (MPa),Time (sec),Run 4 : G20_P04 (MPa),Time (sec),Run 5 : G20_P05 (MPa),Time (sec),Run 6 : G20_P06 (MPa),Time (sec),Run 7 : G20_P07 (MPa),Time (sec),Run 8 : G20_P08 (MPa),Time (sec),Run 9 : G20_P09 (MPa),Time (sec),Run 10 : G20_P10 (MPa),
0.00247563,4.52209e-06,0.00122378,0.00043761,0.000629432,0.00116859,0.00155153,0.000286442,0.00210078,8.67696e-05,0.00106643,0.000711089,0.00220201,5.84221e-05,0.000718635,0.00234091,0.00190333,9.53236e-05,0.00134706,0.00038578,
0.00645274,0.00497631,0.00339224,0.00598005,0.00180785,0.00715134,0.00422811,0.00627688,0.00557215,0.00560633,0.00298509,0.00709267,0.00581279,0.00544287,0.0019731,0.000365614,0.00509116,0.00517374,0.0037094,0.0061927,
0.0100601,0.000131258,0.00555179,0.00763693,0.00307028,0.0100256,0.00681575,0.0240657,0.00879299,0.00376742,0.00492708,0.00966743,0.00914123,0.00354811,0.00338392,0.0115295,0.00809103,0.0205433,0.00603519,0.007879,
0.0134314,0.366618,0.0071702,0.0857075,0.00429331,0.00336951,0.00933287,0.153082,0.0117965,0.26158,0.00665125,0.106924,0.0122148,0.417501,0.00473612,0.00459897,0.0109362,0.290791,0.00774328,0.0905163,
0.0159365,0.65556,0.00893205,0.52668,0.0055582,0.114939,0.0114686,0.906834,0.0142611,0.784886,0.0084516,0.654712,0.0146606,0.744569,0.00610943,0.15621,0.0133636,0.690526,0.00980267,0.549627,
0.0182158,1.32049,0.010468,0.891456,0.00680944,1.08174,0.0135239,1.65819,0.0166036,1.58009,0.00996593,1.37877,0.0170356,1.5072,0.00747374,1.38533,0.0155978,1.34086,0.0114803,1.15489,
0.0196171,1.22306,0.0120347,1.69864,0.00792466,1.88456,0.0147475,1.67125,0.0177437,1.42426,0.0113359,2.13501,0.0180275,1.34963,0.00879862,2.43836,0.0166093,1.21609,0.012973,1.77789,
0.021138,1.17732,0.0126877,1.4733,0.00862285,1.90778,0.0158141,1.61054,0.0189932,1.37935,0.0119465,1.84993,0.0191114,1.29548,0.00934275,2.10808,0.0177532,1.16824,0.0137733,1.56299,
0.0226544,1.18562,0.0134098,1.41645,0.00926295,1.88767,0.0168886,1.58767,0.0202468,1.38001,0.0125692,1.80506,0.020199,1.31131,0.00994623,2.03937,0.0188969,1.18421,0.0145743,1.51455,
0.0241069,1.19662,0.0141182,1.43312,0.00988479,1.82905,0.0179177,1.60356,0.0214487,1.3925,0.0131977,1.79591,0.0212939,1.3123,0.0105491,2.0246,0.0199955,1.18951,0.0153851,1.5067,
