File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.648e+01
Avg = 5.574e+00
SD = 3.409e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.648e+00,8.239e-01,96730,9.721e+00
2,1.648e+00,3.296e+00,2.472e+00,254812,2.721e+01
3,3.296e+00,4.944e+00,4.120e+00,115635,1.207e+01
4,4.944e+00,6.592e+00,5.768e+00,96691,1.005e+01
5,6.592e+00,8.240e+00,7.416e+00,123412,1.306e+01
6,8.240e+00,9.887e+00,9.063e+00,149846,1.595e+01
7,9.887e+00,1.154e+01,1.071e+01,78020,8.238e+00
8,1.154e+01,1.318e+01,1.236e+01,46849,3.091e+00
9,1.318e+01,1.483e+01,1.401e+01,23125,4.306e-01
10,1.483e+01,1.648e+01,1.566e+01,2880,1.689e-01
