File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.989e+01
Avg = 1.633e+01
SD = 1.165e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.989e+00,1.995e+00,271306,2.165e+01
2,3.989e+00,7.978e+00,5.984e+00,155932,1.280e+01
3,7.978e+00,1.197e+01,9.973e+00,117770,9.493e+00
4,1.197e+01,1.596e+01,1.396e+01,76016,6.061e+00
5,1.596e+01,1.995e+01,1.795e+01,74354,5.944e+00
6,1.995e+01,2.393e+01,2.194e+01,113460,9.155e+00
7,2.393e+01,2.792e+01,2.593e+01,146911,1.199e+01
8,2.792e+01,3.191e+01,2.992e+01,172347,1.392e+01
9,3.191e+01,3.590e+01,3.391e+01,93930,7.480e+00
10,3.590e+01,3.989e+01,3.790e+01,42426,1.497e+00
