File = source:G09_P01-10_SPRUE_PRESSURE.csv

Title,Packing-Sprue Pressure

Time (sec),Run 93 : G09_P07 (MPa)
0.00303053,0.000131227
0.0069605,2.83E-05
0.0109518,0.0027116
0.0148647,0.00172493
0.0188394,0.0808161
0.0232942,0.453352
0.0275612,0.731779
0.0311042,1.0273
0.0335122,1.02788
0.0359638,1.02099
0.0385266,1.04886
0.0411037,1.07307
0.0441031,1.11223
0.0476442,1.15779
0.0517733,1.21008
0.0566011,1.2696
0.0623228,1.33
0.0681715,1.38595
0.07521,1.43693
0.0832535,1.49722
0.0914915,1.56006
0.101145,1.62188
0.112082,1.688
0.123147,1.75741
0.135728,1.82539
0.148612,1.89321
0.161444,1.95096
0.174792,2.00867
0.190299,2.07842
0.205687,2.15306
0.221485,2.23864
0.239943,2.32658
0.258131,2.41372
0.276719,2.49634
0.295133,2.57115
0.313988,2.64562
0.335872,2.7324
0.356141,2.85833
0.373406,3.0264
0.391101,3.1578
0.408691,3.29572
0.426399,3.44422
0.444097,3.58948
0.46201,3.73912
0.479912,3.88902
0.497221,4.03907
0.514561,4.17681
0.532258,4.32782
0.549703,4.47208
0.56716,4.61415
0.584729,4.75797
0.602069,4.90053
0.619473,5.04613
0.636992,5.19232
0.654505,5.34008
0.672247,5.49151
0.689887,5.64547
0.70729,5.79844
0.724889,5.95047
0.742669,6.10937
0.760547,6.27101
0.778083,6.43213
0.795762,6.59105
0.813621,6.75391
0.831595,6.92049
0.849534,7.08782
0.867401,7.25583
0.88532,7.42403
0.903198,7.59389
0.921089,7.76206
0.938982,7.93319
0.95656,8.10571
0.97431,8.27858
0.991946,8.45335
1.00874,8.62865
1.02333,8.84852
1.03751,9.04487
1.05,9.23062
1.06203,9.40544
1.07412,9.58485
1.08619,9.7796
1.09655,9.94124
1.10762,10.1028
1.11835,10.2809
1.12898,10.4442
1.13976,10.6102
1.15085,10.7792
1.16204,10.9634
1.17281,11.133
1.184,11.2923
1.19573,11.474
1.2072,11.6341
1.21923,11.8043
1.23135,11.9777
1.24361,12.1483
1.25593,12.3172
1.26824,12.4867
1.28097,12.6518
1.29406,12.8294
1.30699,13.01
1.32038,13.1879
1.33402,13.3757
1.34768,13.5647
1.36138,13.756
1.37738,13.9567
1.39344,14.1921
1.40914,14.4151
1.42452,14.638
1.43916,14.8489
1.45448,15.0745
1.4692,15.2975
1.48418,15.512
1.49913,15.7264
1.51404,15.9364
1.52893,16.1434
1.54377,16.3481
1.55894,16.551
1.57377,16.752
1.58857,16.9456
1.60364,17.1396
1.61846,17.3302
1.63356,17.522
1.64859,17.7118
1.66379,17.9022
1.67901,18.0927
1.69439,18.2859
1.70974,18.4789
1.72451,18.6765
1.73937,18.8501
1.75493,19.0459
1.76996,19.2454
1.78467,19.4307
1.80007,19.6204
1.81547,19.822
1.83027,20.016
1.84563,20.2081
1.861,20.4094
1.87582,20.6075
1.89093,20.8072
1.90605,21.0097
1.92134,21.2119
1.93685,21.4188
1.95206,21.6266
1.96739,21.8355
1.98254,22.0432
1.99773,22.2464
2.01264,22.4568
2.02779,22.6583
2.0429,22.8688
2.05811,23.0768
2.07332,23.291
2.08867,23.4994
2.1041,23.7149
2.11942,23.9315
2.13469,24.1485
2.14979,24.3646
2.16239,24.5705
2.17031,29.5691
2.17891,34.5691
2.18832,39.5691
2.19545,43.0028
2.19545,43.0028
2.20307,46.4063
2.21091,49.645
2.21899,52.7192
2.22731,55.6299
2.23588,58.3784
2.24471,60.9668
2.2538,63.3974
2.26316,65.6734
2.27281,67.7981
2.28274,69.7754
2.29298,71.6097
2.30352,73.3057
2.31438,74.8684
2.32556,76.3033
2.33708,77.616
2.34894,78.8123
2.36116,79.8983
2.37374,80.8802
2.38671,81.7643
2.40006,82.5568
2.41381,83.2642
2.42798,83.8925
2.44257,84.4481
2.4576,84.9368
2.47308,85.3645
2.48902,85.7368
2.50544,86.0592
2.52236,86.3368
2.53978,86.5743
2.55772,86.7763
2.5762,86.947
2.59524,87.0903
2.61485,87.2099
2.63505,87.3089
2.65585,87.3902
2.67728,87.4566
2.69935,87.5103
2.72208,87.5534
2.74549,87.5878
2.7696,87.6148
2.79445,87.636
2.82003,87.6524
2.84638,87.6649
2.87352,87.6744
2.90148,87.6816
