File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 26 : V03FAM_G02_P01 (MPa),
0.000562527,0.000504375,
0.00164505,0.00666152,
0.00280297,0.00152132,
0.00385266,0.00365162,
0.00505788,0.042578,
0.00619123,0.746223,
0.00707866,1.49194,
0.00797466,2.00906,
0.00855262,1.82245,
0.0091625,1.73481,
0.00979392,1.74695,
0.0104343,1.74347,
0.0110588,1.75006,
0.011734,1.78374,
0.0124614,1.85763,
0.0133486,1.93229,
0.0142544,1.97534,
0.0151847,1.99187,
0.01614,2.0198,
0.0171106,2.04713,
0.0180889,2.08088,
0.0192301,2.12471,
0.0203593,2.15766,
0.0214921,2.17876,
0.0228522,2.21008,
0.0242136,2.20073,
0.0255509,2.21072,
0.0270786,2.27608,
0.028626,2.35137,
0.0302138,2.33208,
0.0317863,2.35759,
0.0333531,2.38251,
0.0351837,2.4077,
0.0370156,2.4351,
0.0388577,2.45853,
0.0407026,2.47893,
0.0425627,2.4989,
0.044431,2.51789,
0.0466292,2.53857,
0.048823,2.55911,
0.0510273,2.57919,
0.0532425,2.59719,
0.0554689,2.61493,
0.0580791,2.6343,
0.0606768,2.65365,
0.0632815,2.67248,
0.065895,2.69038,
0.0685162,2.70751,
0.0711528,2.72383,
0.0737981,2.7395,
0.0769087,2.75847,
0.0800164,2.77693,
0.0831334,2.79519,
0.0862592,2.81221,
0.0893892,2.82845,
0.0925383,2.84441,
0.0956928,2.85996,
0.0988607,2.87495,
0.102553,2.89241,
0.106225,2.91015,
0.109913,2.92754,
0.113609,2.94431,
0.117323,2.95961,
0.121044,2.9748,
0.124781,2.9898,
0.128532,3.00421,
0.132305,3.0179,
0.136081,3.03306,
0.140344,3.04958,
0.144538,3.07949,
0.148797,3.10289,
0.153067,3.1234,
0.157349,3.14236,
0.161652,3.16135,
0.16599,3.17811,
0.170153,3.20445,
0.174293,3.22246,
0.178669,3.23536,
0.182892,3.25369,
0.187242,3.26872,
0.191484,3.28747,
0.195874,3.30173,
0.200148,3.31965,
0.204582,3.33128,
0.208958,3.34664,
0.213311,3.36171,
0.217692,3.3768,
0.222097,3.39195,
0.226504,3.40632,
0.230923,3.42056,
0.235348,3.43418,
0.239815,3.44733,
0.244253,3.46033,
0.24851,3.4734,
0.252436,3.53241,
0.256919,3.66718,
0.261426,3.68179,
0.265973,3.71064,
0.270486,3.73766,
0.274986,3.77017,
0.279451,3.79973,
0.283902,3.83152,
0.288318,3.8621,
0.29273,3.89471,
0.29712,3.92678,
0.301498,3.95841,
0.30587,3.99122,
0.310243,4.02192,
0.314595,4.05382,
0.318964,4.08536,
0.323335,4.1157,
0.327711,4.14667,
0.332092,4.17803,
0.336474,4.20728,
0.340886,4.23715,
0.345319,4.26564,
0.349779,4.29404,
0.354272,4.3217,
0.35879,4.34897,
0.363311,4.3764,
0.367866,4.40335,
0.372449,4.43019,
0.377059,4.45562,
0.381706,4.4821,
0.38638,4.50717,
0.391091,4.53229,
0.395817,4.54754,
0.400423,4.57603,
0.405035,4.6049,
0.409681,4.64035,
0.414504,4.65222,
0.419236,4.68495,
0.424096,4.69806,
0.428845,4.72968,
0.433778,4.74802,
0.438753,4.76795,
0.443747,4.78292,
0.448619,4.80829,
0.453479,4.83845,
0.458471,4.85257,
0.463316,4.87744,
0.46808,4.91439,
0.472982,4.94331,
0.477862,4.96433,
0.482793,4.98734,
0.487734,5.00685,
0.492538,5.04313,
0.497494,5.06615,
0.50245,5.08546,
0.507272,5.12158,
0.512215,5.13926,
0.51701,5.16731,
0.521763,5.19654,
0.526491,5.22411,
0.531212,5.25179,
0.53591,5.27827,
0.540585,5.30399,
0.545233,5.33026,
0.549864,5.35609,
0.554498,5.37999,
0.559113,5.40462,
0.563633,5.43186,
0.567694,5.52239,
0.568395,5.54299,
0.571707,7.48914,
0.575108,9.42097,
0.577853,10.9278,
0.577853,10.9278,
0.581901,13.0883,
0.586192,15.2858,
0.590741,17.5152,
0.595562,19.7709,
0.600673,22.0466,
0.60609,24.3356,
0.611833,26.6305,
0.61792,28.9234,
0.624189,31.1414,
0.630647,33.2826,
0.637298,35.3457,
0.644149,37.3293,
0.651205,39.2324,
0.658473,41.0544,
0.665959,42.7946,
0.67367,44.4528,
0.681612,46.029,
0.689792,47.5237,
0.698218,48.9372,
0.706896,50.2704,
0.715835,51.5245,
0.725042,52.7007,
0.734525,53.8007,
0.744293,54.8263,
0.754354,55.7794,
0.764716,56.6623,
0.77539,57.4775,
0.786383,58.2276,
0.797707,58.9152,
0.80937,59.5432,
0.821383,60.1146,
0.833756,60.6325,
0.846501,61.0999,
0.859628,61.52,
0.873148,61.8959,
0.888697,62.2697,
0.906578,62.6327,
0.927142,62.9756,
0.95079,63.2888,
0.977985,63.5638,
1.00926,63.794,
1.04522,63.976,
1.08659,64.11,
1.13415,64.2004,
1.18885,64.2549,
1.24902,64.282,
1.3152,64.2939,
1.38801,64.2983,
1.46809,64.2997,
1.55619,64.3,
1.65309,64.3,
1.75968,64.3,
1.87693,64.3,
2.00591,64.3,
2.14778,64.3,
2.30385,64.3,
2.47551,64.3,
2.66435,64.3,
2.87207,64.3,
3.08187,64.3,
3.29376,64.3,
3.50777,64.3,
3.5884,64.3,
3.60395,54.3,
3.62183,44.5885,
3.6424,35.4177,
3.66605,27.0404,
3.69325,19.6852,
3.72453,13.5275,
3.76051,8.66127,
3.80188,5.0782,
3.84945,2.66229,
3.90416,1.20574,
3.96434,0.480109,
4.03054,0.162279,
4.10336,0.0441082,
4.18346,0.0087769,
4.27157,0.00104343,
4.3685,3.21092e-05,
4.47511,1e-06,
4.59239,1e-06,
4.72139,1e-06,
4.8633,1e-06,
5.01939,1e-06,
5.1911,1e-06,
5.37997,1e-06,
5.59613,1e-06,
5.81444,1e-06,
6.03494,1e-06,
6.25764,1e-06,
6.48257,1e-06,
6.70975,1e-06,
6.9392,1e-06,
7.17095,1e-06,
7.40501,1e-06,
7.64141,1e-06,
7.88018,1e-06,
8.12134,1e-06,
8.3649,1e-06,
8.61091,1e-06,
8.85937,1e-06,
9.11032,1e-06,
9.36377,1e-06,
9.61977,1e-06,
9.87832,1e-06,
10.1395,1e-06,
10.4032,1e-06,
10.6696,1e-06,
10.9386,1e-06,
11.2104,1e-06,
11.4848,1e-06,
11.762,1e-06,
12.042,1e-06,
12.3248,1e-06,
12.6104,1e-06,
12.8988,1e-06,
13.1902,1e-06,
13.4844,1e-06,
13.7816,1e-06,
14.0818,1e-06,
14.385,1e-06,
14.6912,1e-06,
15.0005,1e-06,
15.3128,1e-06,
15.6283,1e-06,
15.9469,1e-06,
