File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.999e+01
Avg = 1.078e+01
SD = 7.864e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.999e+00,1.500e+00,290137,2.466e+01
2,2.999e+00,5.998e+00,4.499e+00,154075,1.375e+01
3,5.998e+00,8.998e+00,7.498e+00,97165,8.471e+00
4,8.998e+00,1.200e+01,1.050e+01,82290,7.118e+00
5,1.200e+01,1.500e+01,1.350e+01,96878,8.430e+00
6,1.500e+01,1.800e+01,1.650e+01,138800,1.231e+01
7,1.800e+01,2.099e+01,1.949e+01,172231,1.496e+01
8,2.099e+01,2.399e+01,2.249e+01,86378,7.491e+00
9,2.399e+01,2.699e+01,2.549e+01,53010,2.504e+00
10,2.699e+01,2.999e+01,2.849e+01,10608,2.992e-01
