File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.670e+01
Avg = 5.857e+00
SD = 4.453e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.670e+00,8.351e-01,127645,2.661e+01
2,1.670e+00,3.340e+00,2.505e+00,64986,1.414e+01
3,3.340e+00,5.011e+00,4.176e+00,37083,7.767e+00
4,5.011e+00,6.681e+00,5.846e+00,32298,6.777e+00
5,6.681e+00,8.351e+00,7.516e+00,42046,8.898e+00
6,8.351e+00,1.002e+01,9.186e+00,53878,1.169e+01
7,1.002e+01,1.169e+01,1.086e+01,63434,1.338e+01
8,1.169e+01,1.336e+01,1.253e+01,34622,7.230e+00
9,1.336e+01,1.503e+01,1.420e+01,42492,2.736e+00
10,1.503e+01,1.670e+01,1.587e+01,4600,7.717e-01
