File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 21 : V03FAM_G01_P01 (MPa),
0.000511847,0.000729405,
0.00156534,0.00799177,
0.00268978,0.011642,
0.00375108,0.000479914,
0.0048394,0.384712,
0.00593439,1.30518,
0.0069022,2.23749,
0.00727163,1.80164,
0.00765391,1.75825,
0.00806706,1.76341,
0.00848279,1.77743,
0.00898498,1.81991,
0.00948237,1.81542,
0.0100403,1.83024,
0.0106297,1.88944,
0.0112943,1.97961,
0.0120987,2.05033,
0.0129223,2.09189,
0.0137889,2.12589,
0.0146676,2.18049,
0.0155494,2.21453,
0.0164298,2.2266,
0.0174761,2.29058,
0.0185181,2.25861,
0.0195388,2.3017,
0.0207332,2.39923,
0.0219588,2.38152,
0.0231654,2.42086,
0.0243637,2.45668,
0.0255671,2.4901,
0.02698,2.5233,
0.0283851,2.55626,
0.0297968,2.58677,
0.0312153,2.615,
0.032644,2.63938,
0.0340736,2.66333,
0.0357494,2.68927,
0.0374295,2.71451,
0.0391117,2.73944,
0.0407953,2.76225,
0.0424917,2.78341,
0.0442014,2.80373,
0.0462034,2.82605,
0.0481981,2.84859,
0.0501972,2.87091,
0.0522143,2.89071,
0.0542266,2.91074,
0.0562546,2.92951,
0.05864,2.9506,
0.0610168,2.9735,
0.0634091,2.99383,
0.0658029,3.0135,
0.0681958,3.03236,
0.0706018,3.05058,
0.0730281,3.06864,
0.0754597,3.08577,
0.0783026,3.10513,
0.0811326,3.12579,
0.0839746,3.14592,
0.0868329,3.1642,
0.0896972,3.18211,
0.0925727,3.20015,
0.0954533,3.21705,
0.0983388,3.23422,
0.101235,3.25052,
0.104625,3.26852,
0.107942,3.29712,
0.111417,3.30688,
0.114836,3.32464,
0.118189,3.34675,
0.121594,3.36387,
0.125024,3.38055,
0.12846,3.39715,
0.131912,3.41348,
0.135368,3.42975,
0.138829,3.44562,
