File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.697e+01
Avg = 1.024e+01
SD = 7.471e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.697e+00,1.348e+00,136998,2.090e+01
2,2.697e+00,5.393e+00,4.045e+00,98530,1.565e+01
3,5.393e+00,8.090e+00,6.741e+00,67945,1.066e+01
4,8.090e+00,1.079e+01,9.438e+00,46211,6.793e+00
5,1.079e+01,1.348e+01,1.213e+01,61303,9.661e+00
6,1.348e+01,1.618e+01,1.483e+01,57931,9.165e+00
7,1.618e+01,1.888e+01,1.753e+01,56946,9.017e+00
8,1.888e+01,2.157e+01,2.022e+01,58940,9.257e+00
9,2.157e+01,2.427e+01,2.292e+01,65505,8.006e+00
10,2.427e+01,2.697e+01,2.562e+01,24927,8.856e-01
