File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.611e+01
Avg = 1.428e+01
SD = 1.020e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.611e+00,1.805e+00,277772,2.218e+01
2,3.611e+00,7.221e+00,5.416e+00,169496,1.391e+01
3,7.221e+00,1.083e+01,9.027e+00,111711,8.972e+00
4,1.083e+01,1.444e+01,1.264e+01,76590,6.111e+00
5,1.444e+01,1.805e+01,1.625e+01,81543,6.514e+00
6,1.805e+01,2.166e+01,1.986e+01,129987,1.055e+01
7,2.166e+01,2.527e+01,2.347e+01,144335,1.178e+01
8,2.527e+01,2.889e+01,2.708e+01,167102,1.344e+01
9,2.889e+01,3.250e+01,3.069e+01,68876,5.462e+00
10,3.250e+01,3.611e+01,3.430e+01,37040,1.089e+00
