File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.761e+01
Avg = 1.523e+01
SD = 1.099e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.761e+00,1.880e+00,122364,2.107e+01
2,3.761e+00,7.522e+00,5.641e+00,72880,1.282e+01
3,7.522e+00,1.128e+01,9.402e+00,64272,1.126e+01
4,1.128e+01,1.504e+01,1.316e+01,33502,5.645e+00
5,1.504e+01,1.880e+01,1.692e+01,42803,7.216e+00
6,1.880e+01,2.257e+01,2.068e+01,62927,1.109e+01
7,2.257e+01,2.633e+01,2.445e+01,53236,9.366e+00
8,2.633e+01,3.009e+01,2.821e+01,52236,9.191e+00
9,3.009e+01,3.385e+01,3.197e+01,58260,9.814e+00
10,3.385e+01,3.761e+01,3.573e+01,38120,2.519e+00
