File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.226e+01
Avg = 7.902e+00
SD = 5.247e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.226e+00,1.113e+00,150471,1.664e+01
2,2.226e+00,4.451e+00,3.338e+00,186549,2.082e+01
3,4.451e+00,6.677e+00,5.564e+00,86103,9.613e+00
4,6.677e+00,8.902e+00,7.790e+00,75869,8.466e+00
5,8.902e+00,1.113e+01,1.002e+01,86104,9.599e+00
6,1.113e+01,1.335e+01,1.224e+01,142600,1.585e+01
7,1.335e+01,1.558e+01,1.447e+01,105718,1.208e+01
8,1.558e+01,1.780e+01,1.669e+01,46300,5.163e+00
9,1.780e+01,2.003e+01,1.892e+01,39382,1.486e+00
10,2.003e+01,2.226e+01,2.114e+01,4280,2.829e-01
