File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.472e+01
Avg = 1.316e+01
SD = 9.488e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.472e+00,1.736e+00,264612,2.248e+01
2,3.472e+00,6.944e+00,5.208e+00,155728,1.350e+01
3,6.944e+00,1.042e+01,8.680e+00,117075,1.004e+01
4,1.042e+01,1.389e+01,1.215e+01,85248,7.212e+00
5,1.389e+01,1.736e+01,1.562e+01,105303,9.009e+00
6,1.736e+01,2.083e+01,1.910e+01,117251,1.019e+01
7,2.083e+01,2.431e+01,2.257e+01,119051,1.026e+01
8,2.431e+01,2.778e+01,2.604e+01,138444,1.181e+01
9,2.778e+01,3.125e+01,2.951e+01,55140,4.564e+00
10,3.125e+01,3.472e+01,3.299e+01,38092,9.387e-01
