File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.016e+01
Avg = 1.982e+01
SD = 1.411e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.016e+00,2.508e+00,281366,2.154e+01
2,5.016e+00,1.003e+01,7.524e+00,172287,1.355e+01
3,1.003e+01,1.505e+01,1.254e+01,126873,9.952e+00
4,1.505e+01,2.006e+01,1.755e+01,85201,6.556e+00
5,2.006e+01,2.508e+01,2.257e+01,93760,7.264e+00
6,2.508e+01,3.009e+01,2.759e+01,134170,1.062e+01
7,3.009e+01,3.511e+01,3.260e+01,135887,1.063e+01
8,3.511e+01,4.013e+01,3.762e+01,163502,1.263e+01
9,4.013e+01,4.514e+01,4.263e+01,76134,5.839e+00
10,4.514e+01,5.016e+01,4.765e+01,44204,1.422e+00
