File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.412e+01
Avg = 8.436e+00
SD = 5.795e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.412e+00,1.206e+00,249634,1.882e+01
2,2.412e+00,4.824e+00,3.618e+00,242364,1.928e+01
3,4.824e+00,7.237e+00,6.030e+00,140996,1.094e+01
4,7.237e+00,9.649e+00,8.443e+00,108557,8.381e+00
5,9.649e+00,1.206e+01,1.085e+01,123990,9.619e+00
6,1.206e+01,1.447e+01,1.327e+01,160220,1.249e+01
7,1.447e+01,1.689e+01,1.568e+01,163417,1.258e+01
8,1.689e+01,1.930e+01,1.809e+01,71700,5.485e+00
9,1.930e+01,2.171e+01,2.050e+01,44801,2.076e+00
10,2.171e+01,2.412e+01,2.292e+01,13777,3.245e-01
