Test_ID,Theta1,Theta2,Pt
Test_067,-83.0,68.0,7375.888626669171
Test_068,-26.0,-1.0,19456.305973491017
Test_069,-36.0,57.0,16012.499820929535
Test_070,-89.0,-51.0,10759.603122866465
Test_071,-45.0,-29.0,16177.961790320023
Test_072,-29.0,13.0,20710.241629599408
Test_073,-22.0,46.0,18878.0105001635
Test_074,-1.0,-8.0,17026.160511303562
Test_075,-22.0,82.0,20009.09898157673
Test_076,50.0,5.0,21885.93175823237
Test_077,-64.0,20.0,19538.7897396166
Test_078,29.0,-79.0,18246.36351476399
Test_079,-67.0,39.0,15713.299234921931
Test_080,-53.0,-64.0,13114.080150028736
Test_081,-38.0,-72.0,16048.612139956382
Test_082,85.0,48.0,11621.81100951362
Test_083,-12.0,85.0,21304.411023413217
Test_084,77.0,-48.0,12216.006785058336
Test_085,45.0,75.0,12644.76230239052
Test_086,-41.0,-54.0,15334.76214970965
Test_087,-38.0,89.0,16110.326157228694
Test_088,23.0,33.0,18667.182044892546
Test_089,18.0,-35.0,20004.824334374945
Test_090,-65.0,24.0,19166.219234683158
Test_091,11.0,36.0,21814.638817993655
Test_092,-38.0,-40.0,16069.93561325196
Test_093,-70.0,-78.0,7570.430723745265
Test_094,73.0,-55.0,11130.10844688354
Test_095,68.0,-30.0,17574.428229042365
Test_096,84.0,-52.0,10765.94834339393
Test_097,-46.0,-23.0,17815.678284165737
Test_098,-1.0,36.0,21657.29273727099
Test_099,90.0,40.0,12347.284819586124
Test_100,69.0,62.0,10335.948527733512
Test_101,48.0,15.0,20117.588072242153
Test_102,76.0,-24.0,19209.213496979915
Test_103,66.0,14.0,20725.43237640009
Test_104,83.0,3.0,21975.393590152078
Test_105,89.0,-77.0,5742.907653147176
Test_106,-12.0,43.0,21828.546895226827
Test_107,69.0,8.0,21621.816505972165
Test_108,46.0,-72.0,12968.26670199502
Test_109,-69.0,17.0,21042.62463381931
Test_110,-51.0,1.0,22174.53314878391
Test_111,7.0,87.0,21974.814743022594
Test_112,21.0,-8.0,18812.197482628868
Test_113,35.0,-2.0,21502.654428246453
Test_114,-35.0,-78.0,16641.048662185567
Test_115,22.0,74.0,19382.289896574675
Test_116,12.0,-85.0,21318.920308209603
Test_117,-87.0,33.0,16964.578443697086
Test_118,54.0,-88.0,10111.479383002628
Test_119,31.0,-10.0,21139.901650976884
Test_120,-58.0,-26.0,17659.519380381615
Test_121,-50.0,14.0,21062.79375991071
Test_122,20.0,-73.0,20426.1417112616
Test_123,76.0,4.0,21923.73339124474
Test_124,42.0,-66.0,15417.937098843093
Test_125,-3.0,72.0,22322.264683286012
Test_126,-8.0,18.0,17949.699023275294
Test_127,-66.0,77.0,8428.451427525222
Test_128,59.0,-70.0,10891.370894468742
Test_129,24.0,11.0,19785.482958492543
Test_130,-59.0,12.0,21120.917328111533
Test_131,41.0,53.0,15387.775916572398
Test_132,38.0,35.0,15773.538665372627
Test_133,-21.0,37.0,18855.466306479895
Test_134,-56.0,37.0,15585.449355990706
Test_135,39.0,-76.0,15966.862495721263
Test_136,8.0,-68.0,21869.668232739932
Test_137,68.0,53.0,12281.321152881383
Test_138,-28.0,-75.0,18208.514740433136
Test_139,-52.0,-36.0,15511.808244009047
Test_140,1.0,-3.0,16892.48376444766
Test_141,79.0,49.0,11723.05325713485
Test_142,56.0,10.0,21287.038098368255
Test_143,39.0,-35.0,15779.242510477306
Test_144,-86.0,-39.0,15505.565310891709
Test_145,29.0,32.0,17380.510566070083
Test_146,-41.0,-28.0,16406.185672703003
Test_147,47.0,23.0,17810.62882268262
Test_148,46.0,-62.0,15105.283301093265
Test_149,24.0,-59.0,18987.420898164553
Test_150,15.0,-47.0,20352.354050625985
Test_151,-66.0,-82.0,7852.607715837323
Test_152,-23.0,-66.0,18913.29779648672
Test_153,50.0,-62.0,14258.02576510243
Test_154,-65.0,-65.0,10642.305491634826
Test_155,11.0,-32.0,20998.13037174053
Test_156,70.0,-86.0,6916.165492716169
Test_157,78.0,-26.0,18245.925346530516
Test_158,17.0,-43.0,19805.97391087323
Test_159,-9.0,-4.0,16942.796513979963
Test_160,47.0,-13.0,20645.094612575558
Test_161,-43.0,-45.0,15059.704239150913
Test_162,-71.0,-11.0,21359.741658313826
Test_163,-84.0,28.0,18338.955396095836
Test_164,-16.0,-5.0,17864.734028392748
Test_165,-5.0,10.0,17074.09801002604
Test_166,-61.0,-3.0,22144.237823452062
Test_167,-4.0,-6.0,34578.323502431216
Test_168,-5.0,-1.0,16752.135414763357
Test_297,-13.0,-4.0,17336.19490492257
Test_298,-19.0,-23.0,19757.553204401796
Test_299,5.0,-32.0,21877.266309314433
Test_300,51.0,46.0,15619.052271961038
Test_169,58.0,-70.0,11082.860934759608
Test_170,-35.0,-50.0,15724.71411011459
Test_171,-6.0,-18.0,17771.939868934987
Test_172,-68.0,5.0,22034.00690293698
Test_173,82.0,-55.0,10156.859176763548
Test_174,-76.0,51.0,11659.888567397536
Test_175,-73.0,85.0,6422.7368016769005
Test_176,-36.0,30.0,16474.161043303182
Test_177,25.0,-81.0,19280.614771827895
Test_178,27.0,63.0,18243.915034447313
Test_179,73.0,-44.0,15034.989451880107
Test_180,-14.0,88.0,20947.33439592328
Test_181,88.0,45.0,12554.388123116472
Test_182,-14.0,42.0,21339.96697323502
Test_183,37.0,63.0,16022.572187764572
Test_184,83.0,43.0,11967.243096667527
Test_185,-18.0,49.0,19636.75276331284
Test_186,-54.0,1.0,22178.47555914894
Test_187,-47.0,-37.0,15392.392221167545
Test_188,-40.0,56.0,15530.04730188103
Test_189,34.0,0.0,21648.185159222492
Test_190,-80.0,40.0,15621.070129048341
Test_191,-75.0,6.0,22399.994698017577
Test_192,89.0,-86.0,4916.256448855694
Test_193,48.0,41.0,15391.811911449251
Test_194,-11.0,-16.0,17995.32653778174
Test_195,12.0,71.0,21609.72681903185
Test_196,-32.0,84.0,17057.653938905187
Test_197,-80.0,-38.0,15949.267921322184
Test_198,-82.0,-53.0,10525.87463552392
Test_199,-45.0,82.0,12868.27896151428
Test_200,88.0,-42.0,11945.11328635953
Test_201,-73.0,-27.0,18396.69650336068
Test_202,-24.0,-76.0,19436.889317435416
Test_203,33.0,58.0,16481.520967262808
Test_204,27.0,-22.0,20169.219416635045
Test_205,-58.0,-50.0,15058.90222602965
Test_206,4.0,90.0,10033.736811180552
Test_207,19.0,-83.0,20718.630788170623
Test_208,-87.0,47.0,11985.412902705066
Test_209,58.0,-69.0,11262.7522869744
Test_210,-10.0,23.0,18592.485941262126
Test_211,55.0,-59.0,13082.073949807596
Test_212,-63.0,54.0,13149.642813456412
Test_213,67.0,-42.0,15238.461765495984
Test_214,63.0,-14.0,21252.83674905893
Test_215,9.0,13.0,17835.088760201925
Test_216,-10.0,59.0,21647.50111512341
Test_217,21.0,56.0,19609.78370155998
Test_218,5.0,-15.0,17291.633850273225
Test_219,-7.0,65.0,22070.77677141205
Test_220,14.0,-23.0,19368.438682776316
Test_221,74.0,-56.0,10774.798576776451
Test_222,7.0,-80.0,21939.181417166652
Test_223,-78.0,-48.0,12092.550507205471
Test_224,-4.0,-43.0,22327.81469540721
Test_225,2.0,-73.0,22243.855918504287
Test_226,-42.0,80.0,12636.501192716887
Test_227,-42.0,-6.0,22027.314876317232
Test_228,60.0,-31.0,16943.9259793842
Test_229,42.0,86.0,12147.201106459304
Test_230,-44.0,-30.0,16292.770338829978
Test_231,-69.0,24.0,19228.988106973306
Test_232,-8.0,-27.0,20445.4605050078
Test_233,61.0,-20.0,19368.7626984714
Test_234,-49.0,-40.0,15305.524143283565
Test_235,-62.0,7.0,21858.485639555445
Test_236,16.0,-57.0,20380.704515986185
Test_237,-32.0,66.0,17161.738009005196
Test_238,64.0,-22.0,19569.55455635698
Test_239,30.0,17.0,19618.045851961564
Test_240,53.0,26.0,17742.89028742882
Test_241,13.0,6.0,17186.14571104635
Test_242,-31.0,60.0,17150.369386403705
Test_243,-63.0,-63.0,11513.413895177378
Test_244,85.0,-58.0,9226.505402181536
Test_245,-34.0,-14.0,19856.71831950007
Test_246,60.0,61.0,12124.704993225623
Test_247,-83.0,78.0,5901.031192304986
Test_248,6.0,27.0,19856.12344991926
Test_249,6.0,16.0,17514.902048012034
Test_250,-47.0,64.0,15090.812055075732
Test_251,-69.0,0.0,22201.525456809683
Test_252,-82.0,-45.0,12763.099799450643
Test_253,56.0,-34.0,15738.299968085543
Test_254,-75.0,-17.0,20296.055254171773
Test_255,32.0,-60.0,16888.94951834212
Test_256,-25.0,-11.0,19544.900116467492
Test_257,65.0,80.0,8230.341289271644
Test_258,54.0,-18.0,20169.55595728981
Test_259,-6.0,38.0,21158.46303928862
Test_260,-50.0,68.0,12916.439480898927
Test_261,-14.0,-28.0,20763.839450044543
Test_262,-57.0,76.0,10374.91503648878
Test_263,-24.0,2.0,19570.39536599779
Test_264,87.0,-65.0,7712.739051064256
Test_265,-25.0,-84.0,19152.831678599323
Test_266,-26.0,-39.0,17127.531263806726
Test_267,-33.0,-46.0,15671.874617300973
Test_268,-59.0,29.0,17032.334444544056
Test_269,-60.0,60.0,12347.987714725065
Test_270,10.0,76.0,21674.54326783603
Test_271,-30.0,50.0,16716.32705618474
Test_272,72.0,69.0,8584.556018685464
Test_273,81.0,62.0,8688.00910600487
Test_274,30.0,-25.0,18587.120373728012
Test_275,80.0,-20.0,20160.33761725802
Test_276,-88.0,70.0,6781.832437735399
Test_277,57.0,88.0,9410.122436155292
Test_278,18.0,78.0,20980.223802292832
Test_279,-88.0,-89.0,4911.513135183643
Test_280,-31.0,-12.0,20727.153056757856
Test_281,-72.0,-17.0,20293.4445489537
Test_282,25.0,-74.0,19086.397246924498
Test_283,34.0,-21.0,19004.433446355994
Test_284,16.0,16.0,18209.758475005117
Test_285,-21.0,55.0,19091.416500846422
Test_286,40.0,-87.0,12546.509245976511
Test_287,-77.0,22.0,19682.419178480406
Test_288,37.0,70.0,16209.4467206728
Test_289,-9.0,44.0,21714.82087123156
Test_290,20.0,-82.0,20522.18521869169
Test_291,26.0,5.0,19902.574046667247
Test_292,71.0,-88.0,6680.707967500501
Test_293,-28.0,11.0,19614.779213469814
Test_294,-71.0,-57.0,10964.727394088353
Test_295,-84.0,-9.0,21555.485153170084
Test_296,-48.0,82.0,11880.68588063415
