File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.366e+01
Avg = 4.776e+00
SD = 2.960e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.366e+00,6.831e-01,860164,1.661e+01
2,1.366e+00,2.733e+00,2.049e+00,692018,1.524e+01
3,2.733e+00,4.099e+00,3.416e+00,646996,1.357e+01
4,4.099e+00,5.465e+00,4.782e+00,481732,9.762e+00
5,5.465e+00,6.832e+00,6.148e+00,630338,1.314e+01
6,6.832e+00,8.198e+00,7.515e+00,750250,1.603e+01
7,8.198e+00,9.564e+00,8.881e+00,625896,1.270e+01
8,9.564e+00,1.093e+01,1.025e+01,153547,2.612e+00
9,1.093e+01,1.230e+01,1.161e+01,12395,1.851e-01
10,1.230e+01,1.366e+01,1.298e+01,2880,1.492e-01
