File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.784e+01
Avg = 1.476e+01
SD = 1.057e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.784e+00,1.892e+00,186678,2.081e+01
2,3.784e+00,7.569e+00,5.676e+00,124762,1.442e+01
3,7.569e+00,1.135e+01,9.461e+00,89174,1.023e+01
4,1.135e+01,1.514e+01,1.325e+01,63903,7.167e+00
5,1.514e+01,1.892e+01,1.703e+01,76398,8.638e+00
6,1.892e+01,2.271e+01,2.081e+01,84365,9.758e+00
7,2.271e+01,2.649e+01,2.460e+01,84763,9.724e+00
8,2.649e+01,3.027e+01,2.838e+01,104115,1.176e+01
9,3.027e+01,3.406e+01,3.217e+01,51896,5.782e+00
10,3.406e+01,3.784e+01,3.595e+01,36218,1.711e+00
