File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.258e+01
Avg = 1.290e+01
SD = 8.693e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.258e+00,1.629e+00,224626,1.900e+01
2,3.258e+00,6.517e+00,4.888e+00,157223,1.364e+01
3,6.517e+00,9.775e+00,8.146e+00,131132,1.131e+01
4,9.775e+00,1.303e+01,1.140e+01,91091,7.718e+00
5,1.303e+01,1.629e+01,1.466e+01,102774,8.732e+00
6,1.629e+01,1.955e+01,1.792e+01,124169,1.080e+01
7,1.955e+01,2.281e+01,2.118e+01,124083,1.071e+01
8,2.281e+01,2.607e+01,2.444e+01,144646,1.235e+01
9,2.607e+01,2.933e+01,2.770e+01,57927,4.807e+00
10,2.933e+01,3.258e+01,3.095e+01,38273,9.463e-01
