File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.276e+01
Avg = 4.751e+00
SD = 2.247e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.276e+00,6.381e-01,185926,4.068e+00
2,1.276e+00,2.553e+00,1.914e+00,662548,1.660e+01
3,2.553e+00,3.829e+00,3.191e+00,783790,1.991e+01
4,3.829e+00,5.105e+00,4.467e+00,525228,1.321e+01
5,5.105e+00,6.381e+00,5.743e+00,607375,1.529e+01
6,6.381e+00,7.658e+00,7.020e+00,874479,2.192e+01
7,7.658e+00,8.934e+00,8.296e+00,289603,7.284e+00
8,8.934e+00,1.021e+01,9.572e+00,85579,1.372e+00
9,1.021e+01,1.149e+01,1.085e+01,2764,1.639e-01
10,1.149e+01,1.276e+01,1.212e+01,2880,1.795e-01
