File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.557e+01
Avg = 1.504e+01
SD = 1.085e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.557e+00,1.779e+00,154086,2.185e+01
2,3.557e+00,7.114e+00,5.336e+00,84059,1.252e+01
3,7.114e+00,1.067e+01,8.893e+00,63167,9.208e+00
4,1.067e+01,1.423e+01,1.245e+01,38566,5.576e+00
5,1.423e+01,1.779e+01,1.601e+01,37618,5.393e+00
6,1.779e+01,2.134e+01,1.956e+01,53480,7.745e+00
7,2.134e+01,2.490e+01,2.312e+01,78786,1.171e+01
8,2.490e+01,2.846e+01,2.668e+01,84242,1.225e+01
9,2.846e+01,3.201e+01,3.024e+01,75566,1.078e+01
10,3.201e+01,3.557e+01,3.379e+01,49838,2.965e+00
