File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.052e+01
Avg = 1.188e+01
SD = 7.866e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.052e+00,1.526e+00,165028,1.715e+01
2,3.052e+00,6.103e+00,4.577e+00,151408,1.699e+01
3,6.103e+00,9.155e+00,7.629e+00,99318,1.083e+01
4,9.155e+00,1.221e+01,1.068e+01,67754,7.149e+00
5,1.221e+01,1.526e+01,1.373e+01,76271,8.126e+00
6,1.526e+01,1.831e+01,1.678e+01,104829,1.161e+01
7,1.831e+01,2.136e+01,1.984e+01,111692,1.224e+01
8,2.136e+01,2.441e+01,2.289e+01,111944,1.196e+01
9,2.441e+01,2.746e+01,2.594e+01,63954,3.569e+00
10,2.746e+01,3.052e+01,2.899e+01,11390,3.646e-01
