case,test_id,theta1,theta2,pt,predicted_type,confidence,type1_probability,type2_probability,type3_probability,review_priority,csv_path,plot_path
Case3,Test_002,40.0,-51.0,9915.333132586313,1,0.6266666666666667,0.6266666666666667,0.35333333333333333,0.02,high,data/New_Data/csv_6x8_Case3/force_disp_Test_002.csv,data/New_Data/6x8_Case3/Original/plot_Test_002_original.png
Case3,Test_003,-44.0,65.0,9469.274963665786,1,0.5416666666666666,0.5416666666666666,0.44333333333333336,0.015,high,data/New_Data/csv_6x8_Case3/force_disp_Test_003.csv,data/New_Data/6x8_Case3/Original/plot_Test_003_original.png
Case3,Test_004,49.0,48.0,10489.289558668295,1,0.98,0.98,0.018333333333333333,0.0016666666666666668,low,data/New_Data/csv_6x8_Case3/force_disp_Test_004.csv,data/New_Data/6x8_Case3/Original/plot_Test_004_original.png
Case3,Test_007,51.0,-83.0,8488.488042930307,1,0.8883333333333333,0.8883333333333333,0.10833333333333334,0.0033333333333333335,low,data/New_Data/csv_6x8_Case3/force_disp_Test_007.csv,data/New_Data/6x8_Case3/Original/plot_Test_007_original.png
Case3,Test_010,-74.0,83.0,4291.496303165601,1,0.7,0.7,0.275,0.025,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_010.csv,data/New_Data/6x8_Case3/Original/plot_Test_010_original.png
Case3,Test_016,75.0,-61.0,6890.709439484805,1,0.9583333333333334,0.9583333333333334,0.041666666666666664,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_016.csv,data/New_Data/6x8_Case3/Original/plot_Test_016_original.png
Case3,Test_021,-49.0,-67.0,9587.902988942242,1,0.72,0.72,0.2733333333333333,0.006666666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_021.csv,data/New_Data/6x8_Case3/Original/plot_Test_021_original.png
Case3,Test_023,62.0,-67.0,7299.230124218186,1,0.9566666666666667,0.9566666666666667,0.043333333333333335,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_023.csv,data/New_Data/6x8_Case3/Original/plot_Test_023_original.png
Case3,Test_025,80.0,-80.0,4242.450811588644,1,0.7083333333333334,0.7083333333333334,0.255,0.03666666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_025.csv,data/New_Data/6x8_Case3/Original/plot_Test_025_original.png
Case3,Test_026,-81.0,73.0,4542.146692198235,1,0.7466666666666667,0.7466666666666667,0.24333333333333335,0.01,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_026.csv,data/New_Data/6x8_Case3/Original/plot_Test_026_original.png
Case3,Test_027,54.0,-38.0,9566.487532844087,1,0.47333333333333333,0.47333333333333333,0.455,0.07166666666666667,high,data/New_Data/csv_6x8_Case3/force_disp_Test_027.csv,data/New_Data/6x8_Case3/Original/plot_Test_027_original.png
Case3,Test_029,52.0,-41.0,9981.916982656023,1,0.6666666666666666,0.6666666666666666,0.32166666666666666,0.011666666666666667,high,data/New_Data/csv_6x8_Case3/force_disp_Test_029.csv,data/New_Data/6x8_Case3/Original/plot_Test_029_original.png
Case3,Test_031,-55.0,-62.0,8800.720495346392,1,0.9866666666666667,0.9866666666666667,0.013333333333333334,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_031.csv,data/New_Data/6x8_Case3/Original/plot_Test_031_original.png
Case3,Test_033,-61.0,86.0,5991.575442878556,1,0.77,0.77,0.22666666666666666,0.0033333333333333335,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_033.csv,data/New_Data/6x8_Case3/Original/plot_Test_033_original.png
Case3,Test_035,70.0,81.0,4898.790939411711,1,0.7283333333333334,0.7283333333333334,0.26,0.011666666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_035.csv,data/New_Data/6x8_Case3/Original/plot_Test_035_original.png
Case3,Test_037,-85.0,67.0,5061.911776993923,1,0.7583333333333333,0.7583333333333333,0.23666666666666666,0.005,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_037.csv,data/New_Data/6x8_Case3/Original/plot_Test_037_original.png
Case3,Test_038,-56.0,52.0,9708.364401091494,1,0.9966666666666667,0.9966666666666667,0.0033333333333333335,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_038.csv,data/New_Data/6x8_Case3/Original/plot_Test_038_original.png
Case3,Test_042,84.0,51.0,8418.101373652402,1,0.7333333333333333,0.7333333333333333,0.265,0.0016666666666666668,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_042.csv,data/New_Data/6x8_Case3/Original/plot_Test_042_original.png
Case3,Test_043,79.0,-71.0,4955.136996827559,1,0.85,0.85,0.14333333333333334,0.006666666666666667,low,data/New_Data/csv_6x8_Case3/force_disp_Test_043.csv,data/New_Data/6x8_Case3/Original/plot_Test_043_original.png
Case3,Test_044,59.0,-56.0,8837.319762667043,1,0.9966666666666667,0.9966666666666667,0.0016666666666666668,0.0016666666666666668,low,data/New_Data/csv_6x8_Case3/force_disp_Test_044.csv,data/New_Data/6x8_Case3/Original/plot_Test_044_original.png
Case3,Test_046,-76.0,-77.0,4637.413712708471,1,0.7433333333333333,0.7433333333333333,0.235,0.021666666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_046.csv,data/New_Data/6x8_Case3/Original/plot_Test_046_original.png
Case3,Test_055,44.0,-49.0,10549.651234647934,1,0.865,0.865,0.13333333333333333,0.0016666666666666668,low,data/New_Data/csv_6x8_Case3/force_disp_Test_055.csv,data/New_Data/6x8_Case3/Original/plot_Test_055_original.png
Case3,Test_066,75.0,72.0,5369.6245566530315,1,0.75,0.75,0.245,0.005,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_066.csv,data/New_Data/6x8_Case3/Original/plot_Test_066_original.png
Case3,Test_067,-83.0,68.0,5037.133195018236,1,0.7766666666666666,0.7766666666666666,0.21833333333333332,0.005,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_067.csv,data/New_Data/6x8_Case3/Original/plot_Test_067_original.png
Case3,Test_070,-89.0,-51.0,8249.701067765836,1,0.71,0.71,0.28,0.01,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_070.csv,data/New_Data/6x8_Case3/Original/plot_Test_070_original.png
Case3,Test_080,-53.0,-64.0,10111.146711082843,1,0.9916666666666667,0.9916666666666667,0.008333333333333333,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_080.csv,data/New_Data/6x8_Case3/Original/plot_Test_080_original.png
Case3,Test_082,85.0,48.0,8578.513992319487,1,0.49333333333333335,0.49333333333333335,0.46,0.04666666666666667,high,data/New_Data/csv_6x8_Case3/force_disp_Test_082.csv,data/New_Data/6x8_Case3/Original/plot_Test_082_original.png
Case3,Test_084,77.0,-48.0,8906.27660502941,1,0.5783333333333334,0.5783333333333334,0.39666666666666667,0.025,high,data/New_Data/csv_6x8_Case3/force_disp_Test_084.csv,data/New_Data/6x8_Case3/Original/plot_Test_084_original.png
Case3,Test_086,-41.0,-54.0,9852.83434575456,1,0.5716666666666667,0.5716666666666667,0.41333333333333333,0.015,high,data/New_Data/csv_6x8_Case3/force_disp_Test_086.csv,data/New_Data/6x8_Case3/Original/plot_Test_086_original.png
Case3,Test_092,-38.0,-40.0,9785.012728640324,1,0.47,0.47,0.42833333333333334,0.10166666666666667,high,data/New_Data/csv_6x8_Case3/force_disp_Test_092.csv,data/New_Data/6x8_Case3/Original/plot_Test_092_original.png
Case3,Test_093,-70.0,-78.0,5159.2463290288115,1,0.8166666666666667,0.8166666666666667,0.17833333333333334,0.005,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_093.csv,data/New_Data/6x8_Case3/Original/plot_Test_093_original.png
Case3,Test_094,73.0,-55.0,8508.131886261093,1,0.98,0.98,0.02,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_094.csv,data/New_Data/6x8_Case3/Original/plot_Test_094_original.png
Case3,Test_096,84.0,-52.0,8166.172607527085,1,0.8566666666666667,0.8566666666666667,0.14333333333333334,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_096.csv,data/New_Data/6x8_Case3/Original/plot_Test_096_original.png
Case3,Test_100,69.0,62.0,7118.9463313999,1,0.8866666666666667,0.8866666666666667,0.11333333333333333,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_100.csv,data/New_Data/6x8_Case3/Original/plot_Test_100_original.png
Case3,Test_105,89.0,-77.0,3805.380473736686,1,0.68,0.68,0.27166666666666667,0.04833333333333333,high,data/New_Data/csv_6x8_Case3/force_disp_Test_105.csv,data/New_Data/6x8_Case3/Original/plot_Test_105_original.png
Case3,Test_108,46.0,-72.0,9122.564574484604,1,0.5883333333333334,0.5883333333333334,0.385,0.02666666666666667,high,data/New_Data/csv_6x8_Case3/force_disp_Test_108.csv,data/New_Data/6x8_Case3/Original/plot_Test_108_original.png
Case3,Test_118,54.0,-88.0,7423.67117461338,1,0.845,0.845,0.14833333333333334,0.006666666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_118.csv,data/New_Data/6x8_Case3/Original/plot_Test_118_original.png
Case3,Test_124,42.0,-66.0,9281.094673504855,1,0.48,0.48,0.4666666666666667,0.05333333333333334,high,data/New_Data/csv_6x8_Case3/force_disp_Test_124.csv,data/New_Data/6x8_Case3/Original/plot_Test_124_original.png
Case3,Test_127,-66.0,77.0,5823.02316160585,1,0.895,0.895,0.105,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_127.csv,data/New_Data/6x8_Case3/Original/plot_Test_127_original.png
Case3,Test_128,59.0,-70.0,7556.256506674854,1,0.9366666666666666,0.9366666666666666,0.06333333333333334,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_128.csv,data/New_Data/6x8_Case3/Original/plot_Test_128_original.png
Case3,Test_131,41.0,53.0,9893.351128859907,1,0.5266666666666666,0.5266666666666666,0.46,0.013333333333333334,high,data/New_Data/csv_6x8_Case3/force_disp_Test_131.csv,data/New_Data/6x8_Case3/Original/plot_Test_131_original.png
Case3,Test_137,68.0,53.0,9757.606540082235,1,0.9583333333333334,0.9583333333333334,0.041666666666666664,0.0,low,data/New_Data/csv_6x8_Case3/force_disp_Test_137.csv,data/New_Data/6x8_Case3/Original/plot_Test_137_original.png
Case3,Test_141,79.0,49.0,8807.6106030903,1,0.505,0.505,0.4716666666666667,0.023333333333333334,high,data/New_Data/csv_6x8_Case3/force_disp_Test_141.csv,data/New_Data/6x8_Case3/Original/plot_Test_141_original.png
Case3,Test_148,46.0,-62.0,9783.137497338115,1,0.6933333333333334,0.6933333333333334,0.2966666666666667,0.01,high,data/New_Data/csv_6x8_Case3/force_disp_Test_148.csv,data/New_Data/6x8_Case3/Original/plot_Test_148_original.png
Case3,Test_151,-66.0,-82.0,5373.7745298167065,1,0.775,0.775,0.21833333333333332,0.006666666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_151.csv,data/New_Data/6x8_Case3/Original/plot_Test_151_original.png
