feature,importance
tail_r2,0.13687218688708336
transition_x_ratio,0.12249730591302072
transition_load_ratio,0.11805996297861367
abs_quad_a,0.11118042242919861
post_nrmse,0.10709303045003585
post_r2,0.09753803059159294
post_slope_drop,0.07900114425888696
post_slope_ratio,0.0751159690922249
slope_drift,0.0744659231225627
post_fraction,0.06871339788536776
mean_abs_curvature,0.007482072862687679
max_abs_curvature,0.0019771367655904227
data_quality_code,3.4167631344134435e-06
