case,test_id,label,theta1,theta2,pt,n_points,transition_index,transition_x_ratio,transition_load_ratio,post_points,post_fraction,pre_slope,post_slope_full,post_slope_early,post_slope_tail,post_slope_ratio,post_slope_drop,post_r2,post_nrmse,tail_r2,quad_a,abs_quad_a,slope_drift,mean_abs_curvature,max_abs_curvature,data_quality_code
Case3,Test_073,1,81.0,-73.0,6539.6675405,1001,451,0.451,0.6731529261705188,530,0.5294705294705294,99529.25752011241,37839.29127010844,41359.305025935166,35992.86841050227,0.8702483851682767,0.1297516148317233,0.9995969446073718,0.005762436413010775,0.9999932908185956,-0.07533609960272244,0.07533609960272244,0.14088984287729872,0.2763222386633505,2.7717119131745562,0
Case3,Test_074,2,78.0,-23.0,11993.2061312,1001,143,0.143,0.3341043738926688,838,0.8371628371628371,599996.6935463023,178766.61634771165,238538.98296610074,142345.6362593027,0.5967395118789943,0.4032604881210057,0.9934600536575364,0.02293795550399485,0.99986005018821,-0.3035664605280221,0.3035664605280221,0.5275485281850313,0.8859058293085743,7.407554380476199,0
Case3,Test_075,2,26.0,-58.0,12987.5507827,1001,189,0.189,0.40435006402284696,792,0.7912087912087912,487924.60120995954,150809.97005382273,198995.906107118,124400.76163566882,0.6251423160871703,0.3748576839128297,0.994837468040845,0.020325451197466524,0.9999008917354326,-0.26721062344013624,0.26721062344013624,0.48395605091422406,0.8383231450726848,6.319524795876532,0
Case3,Test_076,3,13.0,14.0,7038.77670317,1001,35,0.035,0.17498065488965084,946,0.945054945054945,1419501.354011357,211936.67964540064,381849.5086411263,114999.70636324462,0.30116499762560867,0.6988350023743913,0.966164139402829,0.05137618717771819,0.997937725772533,-0.6763843604166346,0.6763843604166346,1.19872949914846,1.7484346600745522,7.934218319325623,0
Case3,Test_077,2,-6.0,51.0,10850.911948,1001,90,0.09,0.2631480993872631,891,0.8901098901098901,868712.258873805,210994.18915878155,308837.44715354795,156325.00057582912,0.5061724283004689,0.49382757169953106,0.9883139750749288,0.03041727818804845,0.9997616794283272,-0.40063721529961016,0.40063721529961016,0.7014470297158752,1.1287017720308934,9.210236018267551,0
Case3,Test_078,2,73.0,-45.0,14002.8855815,514,471,0.9181286549707602,0.9804607119895514,33,0.06420233463035019,204872.51247993487,110463.31776585864,119749.56348339307,0.0,0.0,0.0,0.9913838528628668,0.02132495420265217,0.0,-0.3063573900560244,0.3063573900560244,0.0,50782.8369516956,303492.10406891326,1
Case3,Test_079,3,0.0,1.0,5357.99959509,1006,23,0.022885572139303482,0.14318438643504597,963,0.9572564612326043,1696895.8267119394,199869.74286375457,408627.67515999277,62032.0883213305,0.15180589101568476,0.8481941089843152,0.9433432855759687,0.06739739956715458,0.9383287713351921,-0.8635152697737632,0.8635152697737632,1.650268253664013,6.781010770974213,961.9839939587989,0
Case3,Test_080,1,-42.0,-56.0,15077.2102818,1001,567,0.567,0.7446991565684807,414,0.41358641358641357,185407.20226236334,77303.19785857284,92591.26484638665,69213.18419391665,0.74751310837739,0.25248689162260995,0.9979196000529311,0.013031068259366462,0.9999785871051642,-0.17067374199925417,0.17067374199925417,0.2981185244535098,0.41798330455598154,1.3254267502156836,0
Case3,Test_081,2,-80.0,12.0,10902.2638604,1001,101,0.101,0.2714069257737887,880,0.8791208791208791,781869.4580007824,208078.52879641522,290200.6681650162,156120.85876610279,0.5379755317356061,0.46202446826439386,0.9900626196390577,0.028271027303951986,0.9997822219806807,-0.37486866943915664,0.37486866943915664,0.6310040618739483,1.0026753775709762,8.849868074714095,0
Case3,Test_082,3,23.0,-15.0,8380.74445302,1001,53,0.053,0.21336931209095567,928,0.9270729270729271,1115317.6632819043,203628.3829951741,336213.70387574175,128467.90231211564,0.38210192157900547,0.6178980784209945,0.9764186364050549,0.04305833715411566,0.9992613799022456,-0.5672349627886328,0.5672349627886328,0.9797417644752994,1.4145049057270005,8.130080155809537,0
Case3,Test_083,3,9.0,25.0,8284.22162421,1001,47,0.047,0.20469879896058218,934,0.9330669330669331,1199123.6414717282,210645.11152096893,357217.6377932885,129297.61519825875,0.36195753377967166,0.6380424662203283,0.9738098713226484,0.04529329699477218,0.9991309217098515,-0.5957638921121874,0.5957638921121874,1.035193157749688,1.4409702094073882,5.10154946698151,0
Case3,Test_084,2,-58.0,-24.0,12524.5140599,1001,169,0.169,0.37477658958104704,812,0.8111888111888111,526533.5352520326,160768.59914381953,215234.17109011445,130540.56295149797,0.6065048235154218,0.3934951764845782,0.9940674874723152,0.021775827896783076,0.99988453565166,-0.28656756317272664,0.28656756317272664,0.514981951935595,0.880046610271229,6.595673259231148,0
Case3,Test_085,2,-27.0,19.0,9417.82771356,1001,76,0.076,0.2558258832669069,905,0.9040959040959041,881463.8993594829,186794.49555709513,286409.9241249642,128094.02415981679,0.44724017350714346,0.5527598264928565,0.983158705395018,0.03657937280154544,0.9995872624856771,-0.48314779872276914,0.48314779872276914,0.8216186793362581,1.2047111297507807,8.27399253541978,0
Case3,Test_086,2,-44.0,-26.0,12245.5779794,1001,193,0.193,0.41366346854934105,788,0.7872127872127872,450453.07776074455,137041.43750647432,185347.44854372425,111757.7022392954,0.602963262334476,0.397036737665524,0.9939351055696024,0.021976465398317047,0.999893751711474,-0.28804169572310456,0.28804169572310456,0.5237268424618545,0.8713658912949793,5.917822173243167,0
Case3,Test_087,1,87.0,-65.0,7509.66837585,1001,467,0.467,0.6853035922701475,514,0.5134865134865135,111207.21276840955,42167.31909888132,47444.06086339179,39748.129981954895,0.8377893725497867,0.16221062745021333,0.9993557899654892,0.007261111269918771,0.999992341393939,-0.09396777241377076,0.09396777241377076,0.18056535831257708,0.3385783619108003,2.766416669557941,0
Case3,Test_088,2,-9.0,-87.0,10756.0260455,1001,94,0.094,0.26504670341502057,887,0.8861138861138861,830339.8147954924,210662.44679967398,295674.4174159795,154337.12796883684,0.5219833671024113,0.4780166328975886,0.9887599274153185,0.030148815859575243,0.9997491344108193,-0.4005042460645451,0.4005042460645451,0.6574395726004233,0.9813235735954927,8.268479011038949,0
Case3,Test_089,2,2.0,55.0,10907.1079715,1001,89,0.089,0.2598535026722825,892,0.8911088911088911,882332.1266747949,215771.96045954607,314499.4176800455,159936.27997378146,0.5085423723629654,0.4914576276370346,0.988445768220491,0.030268343631905475,0.9997625115940376,-0.398981331300098,0.398981331300098,0.6956724330119669,1.1208776514596934,9.335507707063243,0
Case3,Test_090,1,40.0,61.0,14577.3643965,1001,445,0.445,0.6514913085800587,536,0.5354645354645354,228797.81305880996,90680.03712527826,111586.31342881461,80140.04123315058,0.7181888062309284,0.2818111937690716,0.9973623562599363,0.014616550099779373,0.9999710364006988,-0.19095188141177036,0.19095188141177036,0.3408888908653287,0.5056507193495833,1.9851955920942714,0
Case3,Test_091,1,50.0,-64.0,14112.5001079,1001,682,0.682,0.8570480465967741,299,0.2987012987012987,142188.4257724199,46891.39055983999,41417.556005890525,47287.047705702105,1.1417150664075109,-0.14171506640751097,0.9996326845824226,0.005559597985615906,0.999998230775786,0.05712990583155044,0.05712990583155044,0.1398150724313152,1.1263675912364772,19.63809327974718,0
Case3,Test_092,3,-7.0,20.0,7424.51463188,1001,38,0.038,0.18425613603653868,943,0.942057942057942,1372931.1794165664,211957.31870729002,372161.2767728012,119835.26933501904,0.32199822177678267,0.6780017782232173,0.9693334982285795,0.04900915566229567,0.9983561665343376,-0.6456794966634362,0.6456794966634362,1.1369426659913082,1.6299697157196862,6.2340838818078055,0
Case3,Test_093,2,85.0,-17.0,11270.3860123,1001,115,0.115,0.29229817566773875,866,0.8651348651348651,710946.4080125565,197444.90881426932,269138.6286196016,151278.49839429016,0.5620839311331485,0.4379160688668516,0.991536040725484,0.026131580287211544,0.9998087537971756,-0.34677242141859715,0.34677242141859715,0.5854135603426981,0.9387109950840825,8.024460979566243,0
Case3,Test_094,2,18.0,-59.0,12147.5052494,1001,130,0.13,0.3238518700683403,851,0.8501498501498501,671288.5721021746,185853.6990261515,254615.89861970567,146029.213291816,0.573527474456437,0.42647252554356296,0.9924347901475795,0.02458759791983839,0.9998445270385882,-0.3245020478659227,0.3245020478659227,0.5707891365837408,0.9630712913246514,7.993803173846459,0
Case3,Test_095,2,-26.0,-51.0,12850.2082779,1001,197,0.197,0.41807749674010897,784,0.7832167832167832,463163.0724797067,142150.9459713248,189213.01289120724,117310.53209406507,0.6199918827016179,0.38000811729838213,0.9946965648233148,0.020572115325118774,0.9999026564163879,-0.2697478251757786,0.2697478251757786,0.49406857431978557,0.8454370121182858,5.968468014957239,0
Case3,Test_096,2,-86.0,26.0,12135.3099879,1001,157,0.157,0.35342449131880554,824,0.8231768231768232,550156.572614847,169260.7457812271,222672.03150939665,136627.3132922171,0.6135809350014911,0.38641906499850887,0.9942110048205116,0.0216000690487451,0.9998746511652336,-0.2858742852958903,0.2858742852958903,0.4989281767091909,0.8414247638932596,6.897666156403261,0
Case3,Test_097,1,71.0,68.0,8847.4586782,1001,606,0.606,0.7918762752146347,375,0.37462537462537465,99808.56749208459,38502.85792271805,42058.81144169283,36852.99064276832,0.8762252041729361,0.12377479582706381,0.9996371907555153,0.005469367059402548,0.9999959530508128,-0.07076522844130792,0.07076522844130792,0.13422425679118336,0.24346039993036023,1.8380362808664756,0
Case3,Test_098,3,-1.0,-33.0,8960.34622804,1001,59,0.059,0.21833662714120589,922,0.9210789210789211,1084211.893012301,212805.88677163952,345595.3515938771,140259.59860087975,0.4058492047245601,0.5941507952754399,0.9789447368073506,0.04063849099251137,0.9994741088799819,-0.5342089824139714,0.5342089824139714,0.9265569564907107,1.329006917601778,7.133304421373282,0
Case3,Test_099,1,64.0,-58.0,12185.3424231,1001,766,0.766,0.8887895146963817,215,0.21478521478521478,109029.82079813001,41814.7683440794,47337.554383933966,39576.76234512479,0.8360542250268186,0.16394577497318139,0.9992875821835944,0.007652178849505075,0.9999964023724565,-0.09764906981459262,0.09764906981459262,0.18350714584440092,0.2888044417050524,1.3729316381246974,0
Case3,Test_100,2,-77.0,-19.0,11634.7323779,1001,125,0.125,0.3074940999986503,856,0.8551448551448552,671885.7421274841,191541.5380440878,259743.47754501132,149315.21512932164,0.5748564566109137,0.4251435433890863,0.9923248445262192,0.024846500149883006,0.999833242121867,-0.3291097937478453,0.3291097937478453,0.5648706878096276,0.928455983785681,7.809049196720252,0
Case3,Test_101,2,-37.0,81.0,13440.2598303,1001,275,0.275,0.49514666842009014,706,0.7052947052947053,343033.8642174249,121563.54176749923,155456.05069925982,104057.45582096347,0.6693689653950466,0.3306310346049533,0.9962630499723573,0.017325922275378575,0.9999413591319749,-0.2267930432880956,0.2267930432880956,0.41433757759950496,0.6797053868311264,3.8131910997871046,0
Case3,Test_102,2,-38.0,46.0,14808.4641699,1001,473,0.473,0.6889412655959197,508,0.5074925074925075,218882.8057602435,81434.13526448468,100960.87629235286,72687.23257102015,0.7199544540455395,0.28004554595446046,0.9974772325650744,0.014256819587316914,0.9999783689937282,-0.18447911429460317,0.18447911429460317,0.34041392907318296,0.524038807211779,2.3129464241757205,0
Case3,Test_103,2,-40.0,-10.0,9984.05626145,1001,83,0.083,0.25413814725191036,898,0.8971028971028971,871105.1024839429,201238.45301845012,304688.16776659456,144224.14469548393,0.47335000158577345,0.5266499984142266,0.9857044405850689,0.03357778148193487,0.9997048834384729,-0.44186131907139925,0.44186131907139925,0.7710645566726099,1.2013580803196466,9.35895886784192,0
Case3,Test_104,2,-31.0,10.0,8924.95154098,1001,63,0.063,0.22531950969379635,918,0.9170829170829171,1019451.6178157828,204996.91662204306,328111.8475142813,136488.7099537542,0.41598226637583835,0.5840177336241617,0.9801029377468871,0.03955249742086985,0.9995078767612353,-0.5206184014007182,0.5206184014007182,0.8996104239759318,1.3330805742663923,9.303604676099894,0
Case3,Test_105,1,-65.0,-72.0,9300.11790439,1001,613,0.613,0.8005585003391559,368,0.3676323676323676,103269.44287965262,39205.33247093957,41936.16088094965,37798.27710220244,0.9013289797677468,0.0986710202322532,0.9997772625241582,0.004295885910514365,0.9999966784862165,-0.05602775699558027,0.05602775699558027,0.1049106211732102,0.19431533778530655,1.6423815275409481,0
Case3,Test_106,2,-10.0,-49.0,10970.0289598,1001,96,0.096,0.2742410161089788,885,0.8841158841158842,825250.9196114845,202962.9460133301,295481.1264145876,151379.7025185185,0.5123159788761554,0.4876840211238445,0.9887680613468316,0.02982548071008073,0.9997720656329676,-0.39277726144138886,0.39277726144138886,0.6897010605852076,1.111895316727967,8.88909487918022,0
Case3,Test_107,2,-53.0,-14.0,11260.548918,1001,110,0.11,0.2910783263839428,871,0.8701298701298701,736877.3234232629,195475.61805620632,277431.6676935472,149451.6064896265,0.5386969978305133,0.4613030021694867,0.9905367750206389,0.02741247407672353,0.9998098737231177,-0.3611580149000538,0.3611580149000538,0.6371173162028699,1.062650525636552,8.864482614731628,0
Case3,Test_108,2,-12.0,31.0,9314.47240294,1001,67,0.067,0.23830198024206134,914,0.913086913086913,984131.6114577722,200422.76783203174,315980.4042972587,135034.74227877066,0.4273516346024314,0.5726483653975686,0.9812065928068467,0.03852823604915239,0.9995491682790995,-0.5076691695306421,0.5076691695306421,0.8708026632100628,1.2457403791145434,6.961421737965793,0
Case3,Test_109,1,44.0,-41.0,15345.4613297,1001,550,0.55,0.7492185541366082,431,0.4305694305694306,193983.15880256,73480.6305049378,89023.11410651436,66540.58179139082,0.7474528661373985,0.2525471338626016,0.9980109313078428,0.012690099864677631,0.9999848739509947,-0.16408379172213308,0.16408379172213308,0.3006399882257409,0.4585990283639914,1.971573775187153,0
Case3,Test_110,2,-74.0,-31.0,12992.5198404,1001,213,0.213,0.4240727204974652,768,0.7672327672327672,431423.30255859205,143979.7736207504,186463.7322433419,120230.92186684026,0.6447952125614143,0.35520478743858575,0.9954550755907784,0.019117760628673753,0.9999154598116046,-0.25166986018050364,0.25166986018050364,0.4510507795684361,0.7514250094621812,5.028814485854923,0
Case3,Test_111,2,31.0,-77.0,13134.687782,1001,209,0.209,0.42345758559225277,772,0.7712287712287712,445539.6167453867,145314.83398734033,186988.7832008141,121464.8973273883,0.6495838694075179,0.3504161305924821,0.9955966712466302,0.01883511074447841,0.9999142885275956,-0.24829392039921755,0.24829392039921755,0.4425859184659382,0.7425896433384958,5.25305806376889,0
Case3,Test_112,3,25.0,2.0,7655.85315934,1001,43,0.043,0.18644330892665517,938,0.9370629370629371,1273006.3962379312,215618.79462010582,374904.8364570245,128722.8031754519,0.3433479396849751,0.6566520603150249,0.9715058900921787,0.04709051123581204,0.9989435018376231,-0.6186085329498179,0.6186085329498179,1.0884360484086342,1.5860638233285098,8.99533194510559,0
Case3,Test_113,2,57.0,13.0,11299.4011787,1001,108,0.108,0.28584227652932737,873,0.8721278721278721,753980.4121567181,201005.21971830731,283859.16351957544,153751.4152606658,0.5416468270895289,0.4583531729104711,0.9906780623935058,0.02723308928040904,0.9998114206045015,-0.35915436197780665,0.35915436197780665,0.6304688073232116,1.0500202395026794,8.910844228221777,0
Case3,Test_114,2,42.0,-63.0,14718.0313279,1001,488,0.488,0.6833191578097366,493,0.4925074925074925,210247.690646426,86158.7344760402,105399.8401862699,76264.96846077338,0.7235776479925647,0.27642235200743526,0.9974352097334299,0.014431659900197874,0.9999735622744561,-0.18878466167691438,0.18878466167691438,0.3326717240871716,0.4762788180578312,1.643654246595645,0
Case3,Test_115,2,60.0,35.0,13845.6240585,1001,322,0.322,0.542305347336843,659,0.6583416583416584,301470.84078114555,110836.11287825993,140274.7044984374,95998.07238954447,0.6843576875302834,0.3156423124697166,0.9966512610194986,0.01641627087499857,0.999953845644681,-0.21452083097619878,0.21452083097619878,0.3916537044992968,0.622300193037949,3.1648202231676805,0
Case3,Test_116,2,29.0,-81.0,12819.2785204,1001,185,0.185,0.39405805944356737,796,0.7952047952047953,492961.5171939563,155501.96408094946,201156.00131465687,128237.95823211312,0.637505008023687,0.362494991976313,0.9951372167147156,0.019806319722109667,0.9998980626343438,-0.2617582018046755,0.2617582018046755,0.46055597469865933,0.7731942982569043,5.85868990266431,0
Case3,Test_117,1,54.0,80.0,10416.4315687,1001,477,0.477,0.7092731378097971,504,0.5034965034965035,151990.07189859689,53242.330325761715,59200.905538249935,50199.420952265165,0.8479502212990834,0.1520497787009166,0.9994393439728705,0.006785773699731566,0.9999910859458896,-0.08854258628927124,0.08854258628927124,0.16755522789028326,0.3252788463364268,2.923019177359606,0
Case3,Test_118,2,83.0,16.0,11130.6301996,1001,110,0.11,0.2858232106887073,871,0.8701298701298701,728708.3641706404,200148.1441939531,274546.2689612468,152704.0753615039,0.5562052470764358,0.44379475292356413,0.9912227790412663,0.026588939886112654,0.999803805682057,-0.3526977058865432,0.3526977058865432,0.5965567310317388,0.9695121096353756,8.81658856480874,0
Case3,Test_119,3,3.0,27.0,8229.63513899,1001,47,0.047,0.20026121646270367,934,0.9330669330669331,1217568.567644991,214364.87571091586,365386.02224579715,131757.05071711144,0.360596855641286,0.6394031443587139,0.9735993340599421,0.04541787549661346,0.9991456243795575,-0.596837300407737,0.596837300407737,1.0413789098783026,1.459034291049031,5.685116731328776,0
Case3,Test_120,2,10.0,76.0,11096.7855791,1001,98,0.098,0.27151511229797903,883,0.8821178821178821,817560.3799543637,210799.9608772267,295856.57874414313,157590.67520545586,0.5326590196993399,0.46734098030066,0.9897339389876768,0.02872068927191401,0.999778915983836,-0.380632094669303,0.380632094669303,0.6413313186894259,1.0084631776359785,8.84788579757037,0
Case3,Test_121,3,-6.0,-20.0,7287.16586669,1001,37,0.037,0.18082338952800608,944,0.9430569430569431,1385363.8068069185,212216.47988642444,374382.6339402232,119083.4337925655,0.3180794807153883,0.6819205192846117,0.9688067583530229,0.04941349623293007,0.9982834061510548,-0.6509341738484483,0.6509341738484483,1.1481943480360242,1.6484495315975676,6.33530535664363,0
Case3,Test_122,2,-76.0,-7.0,10743.7314964,1001,94,0.094,0.26046262794795,887,0.8861138861138861,829932.7242305409,214755.5781997198,304981.86008824274,158920.68381438204,0.5210824137815944,0.4789175862184056,0.9889550459926291,0.029761538205686028,0.9997644187348076,-0.3942196786504289,0.3942196786504289,0.6641597136906632,1.0405251807785667,8.844709762567959,0
Case3,Test_123,3,-24.0,0.0,7458.52931859,1001,41,0.041,0.18144099808394465,940,0.939060939060939,1305394.2156031309,216057.20244082902,379738.4939608713,126821.51376505675,0.3339706555483537,0.6660293444516463,0.9702019986571206,0.04812249895164136,0.998809136773715,-0.632032478908145,0.632032478908145,1.1155385819494168,1.626335090585004,8.97465920746879,0
Case3,Test_124,1,86.0,43.0,12728.390697,1001,349,0.349,0.6119656335777395,632,0.6313686313686314,256409.55542743704,81823.13596011687,90460.21908970759,74538.35542895844,0.8239904366696287,0.1760095633303713,0.9989892981944697,0.009174246574883105,0.9999734068237499,-0.12250140855513765,0.12250140855513765,0.19396837201458572,0.25653297547907844,2.095124703627505,0
Case3,Test_125,2,15.0,-39.0,10577.8761174,1001,97,0.097,0.28418514858419397,884,0.8831168831168831,783781.6831616336,186543.7849596098,274950.9299246493,136825.09282272577,0.49763458832535273,0.5023654116746472,0.9876024244054059,0.031351623253576044,0.9997491747635202,-0.41309912485688666,0.41309912485688666,0.7183044286657196,1.1101475177644036,8.28172568131447,0
Case3,Test_126,1,-78.0,64.0,8487.83576137,1001,541,0.541,0.742919808102683,440,0.43956043956043955,108497.8278824265,41614.28275705683,46671.50809606307,39363.73953738633,0.8434212037109385,0.1565787962890614,0.9993929101597736,0.007053148688844775,0.9999938344491723,-0.0910066162438509,0.0910066162438509,0.17387889146249844,0.31042493438487173,2.16197412896247,0
Case3,Test_127,2,-22.0,-34.0,10927.5262813,1001,119,0.119,0.32806399682289916,862,0.8611388611388612,646839.2450584739,161825.6732277341,230337.6023682554,121275.03672431743,0.5265099379233239,0.47349006207667604,0.9895286033006363,0.02893388407689241,0.9997779791015836,-0.38231997309642834,0.38231997309642834,0.656999375893542,1.0087306859878398,7.650549826859674,0
Case3,Test_128,1,67.0,-77.0,8128.11918789,1001,534,0.534,0.745000460104119,447,0.44655344655344653,103716.16928556556,39154.42166613206,42171.907144645855,37525.54349049198,0.88982325038758,0.11017674961242001,0.9997159400918814,0.004846659215106925,0.9999951173085921,-0.06345867100909656,0.06345867100909656,0.11793618614215094,0.22736477777166683,2.2124024716541157,0
Case3,Test_129,2,53.0,17.0,11654.9316356,1001,125,0.125,0.31339445197645693,856,0.8551448551448552,673112.1637393852,185476.68795859237,258148.37459461336,144471.52301312532,0.5596452940677935,0.44035470593220644,0.99175512652857,0.025623943141697563,0.9998339346798101,-0.33765706227946507,0.33765706227946507,0.597510374649304,0.9960072412330763,7.818240031090681,0
Case3,Test_130,2,5.0,84.0,10570.5302321,1001,89,0.089,0.25708547625390155,892,0.8911088911088911,860403.3310577726,214253.5369120952,304314.1625307838,155282.1693877783,0.5102692825611436,0.4897307174388564,0.9878639546437782,0.0313006608986574,0.999736269439277,-0.4155813447427077,0.4155813447427077,0.6807777713044054,1.0185360782176087,9.256598597038874,0
Case3,Test_131,1,-89.0,71.0,6381.47112682,1001,430,0.43,0.6548571837582898,551,0.5504495504495505,102309.93308567854,38532.017703234276,42530.1945441533,36528.983101733465,0.8588952741283702,0.1411047258716298,0.9995228205474534,0.00626188702237565,0.9999926681391614,-0.08159272786692773,0.08159272786692773,0.15444480074398825,0.30560885103987023,3.0280490400015196,0
Case3,Test_132,1,51.0,58.0,13688.2716321,1001,728,0.728,0.8688170829444488,253,0.25274725274725274,126961.17425507118,49886.85850751083,48716.17533705528,49029.90673195252,1.006439984106441,-0.006439984106441161,0.9999826650054628,0.0012133767450811946,0.9999970335633994,-0.006056882258221873,0.006056882258221873,0.03230286156651927,0.11441801894896898,1.4954468306220292,0
Case3,Test_133,1,-72.0,-54.0,11493.7807035,1001,586,0.586,0.7837163054241265,395,0.3946053946053946,136123.65097487165,49798.52147329654,55423.25988706989,47281.95919921832,0.8531067875754649,0.1468932124245351,0.9994900604045994,0.006469083374262406,0.9999940880661319,-0.08338283140937137,0.08338283140937137,0.1619812191829438,0.3053547962086572,2.3024614088874955,0
Case3,Test_134,2,-18.0,71.0,11920.1463932,1001,123,0.123,0.3109047068902931,858,0.8571428571428571,694977.8584819243,192633.4079095055,262340.6559806385,150264.97944661172,0.572785712092226,0.42721428790777405,0.9922624676129489,0.024921747460801322,0.9998361652376162,-0.3298133559968494,0.3298133559968494,0.5695159765444061,0.950173140608436,8.470767570870407,0
Case3,Test_135,2,75.0,-31.0,12934.6143852,1001,210,0.21,0.4206729196526705,771,0.7702297702297702,434940.8880769083,144844.9335005458,187810.3182956782,120853.81570589766,0.6434886900922668,0.35651130990773316,0.9954103515543633,0.019206780124048924,0.9999140502469838,-0.25281030699688417,0.25281030699688417,0.45320511531134544,0.7608978752621625,5.214830739822446,0
Case3,Test_136,2,-50.0,-9.0,10701.5029581,1001,94,0.094,0.26569015968709814,887,0.8861138861138861,824365.7462079999,206217.0564923076,301155.5162705503,153506.0319078884,0.5097234605192572,0.49027653948074273,0.9886136422139181,0.030014824497242108,0.999770665618282,-0.3951894611341836,0.3951894611341836,0.6947377236692959,1.1319693856476132,9.367143204894887,0
Case3,Test_137,2,-19.0,70.0,12129.0031345,1001,130,0.13,0.3205499492852754,851,0.8501498501498501,672385.7335223797,188932.58065180221,255541.70795839795,148442.41399872306,0.5808930964134019,0.4191069035865981,0.9926671588725215,0.02427168130328806,0.9998439524139007,-0.3211882793082481,0.3211882793082481,0.5551946942079616,0.9210525185738686,7.772316804923435,0
Case3,Test_138,2,37.0,34.0,13360.2164885,1001,289,0.289,0.5357847486301947,692,0.6913086913086913,322207.07030290295,104352.8391995223,134295.63340665295,89205.05451583912,0.6642438942576963,0.3357561057423038,0.9960859842798792,0.017718681607418744,0.9999411209837413,-0.23155624791592808,0.23155624791592808,0.42303985030495495,0.6936737363400175,4.477251130375976,0
Case3,Test_139,1,48.0,-47.0,14922.3870876,1001,682,0.682,0.8526912805649093,299,0.2987012987012987,148646.67195642155,53039.0266341377,56448.33083275083,51269.28568256354,0.9082515802720166,0.09174841972798338,0.9998079168592653,0.003994038425067478,0.9999972456311604,-0.052075231608829264,0.052075231608829264,0.09707919805569194,0.1756269848782783,1.4049125265319162,0
Case3,Test_140,3,-3.0,-6.0,5514.66786628,978,24,0.02456499488229273,0.1443766001023439,935,0.9560327198364008,1668027.496045803,208723.61148242714,410533.8453867108,89237.97214234536,0.21737056066177887,0.7826294393382212,0.9521356292429709,0.06119741723075905,0.9903744690453512,-0.8042589552012275,0.8042589552012275,1.4571648483688684,2.311864498107146,23.20818301171265,1
Case3,Test_141,2,72.0,-18.0,11692.7014026,1001,123,0.123,0.3057195353897851,858,0.8571428571428571,683739.9342856475,193561.12762436943,264237.806727206,150801.04856965554,0.570702014361403,0.429297985638597,0.9921654914748133,0.025071686581247588,0.9998348993599129,-0.33172229197106445,0.33172229197106445,0.5734840811636074,0.9502808306529169,8.070158799245178,0
Case3,Test_142,3,20.0,-1.0,7022.17463591,1001,36,0.036,0.17158533887379016,945,0.9440559440559441,1416704.6302325756,215622.72382947625,391974.33581678465,118173.24372276882,0.3014820944246844,0.6985179055753156,0.9657461549834019,0.0515518806247167,0.9981372652280356,-0.6773599602093697,0.6773599602093697,1.2065416338153119,1.7628209594921294,8.631826486481941,0
Case3,Test_143,3,8.0,9.0,5996.67837275,1002,27,0.026973026973026972,0.15205890503673564,955,0.9530938123752495,1596320.0416582786,209453.5616470891,402476.4950744195,96525.65837188068,0.23982930569406968,0.7601706943059302,0.9563260643336624,0.05841237774559308,0.9943534165646639,-0.7674091820282728,0.7674091820282728,1.3847661808373566,2.1650852545093655,20.806266318818757,0
Case3,Test_144,2,27.0,-85.0,12621.1145329,1001,168,0.168,0.37283118749840627,813,0.8121878121878122,536060.247614109,164356.71623311433,213511.79811898313,133821.2632581405,0.6267628507515369,0.3732371492484631,0.9946896835348189,0.020718782055535224,0.9998830764362248,-0.27441451852084087,0.27441451852084087,0.47654775945942135,0.7863610235489435,5.997382140583227,0
Case3,Test_145,2,-30.0,67.0,13318.4264905,1001,216,0.216,0.4341598421462872,765,0.7642357642357642,435735.90740197746,142092.23699722934,183901.34262074425,119046.57306630023,0.6473393362429517,0.3526606637570483,0.9955618904935664,0.018879863723350362,0.9999176782764596,-0.24827509523370453,0.24827509523370453,0.44769180239191503,0.7636622676182641,5.4328616137393055,0
Case3,Test_146,2,-11.0,38.0,10044.7030767,1001,81,0.081,0.2572250982146357,900,0.8991008991008991,886893.6174884104,198874.44325826658,301760.8238084483,141522.2288380088,0.4689880782133743,0.5310119217866257,0.9852181249005784,0.03417414511741028,0.9996883341799533,-0.4499799418027462,0.4499799418027462,0.7799433757695449,1.1815591337327185,8.558099091396002,0
Case3,Test_147,1,-69.0,-49.0,13080.5694308,1001,556,0.556,0.772427459588281,425,0.4245754245754246,161952.30167783896,55768.42479821655,57395.52649557507,53709.34599050572,0.935775822086874,0.06422417791312601,0.9998876549899902,0.003047358966093132,0.9999928772699146,-0.03830574849310883,0.03830574849310883,0.06611280228683598,0.6035045720664295,11.988957953999034,0
Case3,Test_148,2,41.0,-14.0,10416.2570063,1001,97,0.097,0.2766345243084793,884,0.8831168831168831,778778.6529566557,190334.80251293196,280268.1744948754,140367.11771732452,0.5008314553384693,0.4991685446615307,0.9879140206011346,0.030925680206318945,0.9997584473678909,-0.4071970908659127,0.4071970908659127,0.7127341671638929,1.1318769854280932,8.99454188775644,0
Case3,Test_149,2,22.0,-68.0,12469.6002001,1001,147,0.147,0.3451714292191016,834,0.8331668331668332,608509.3711252569,177375.58974303538,236968.44744769327,141934.67791354356,0.5989602389781163,0.40103976102188366,0.9936025779844087,0.022666718056127563,0.999867294943665,-0.2995880116161705,0.2995880116161705,0.5248450678370391,0.8868184793318671,7.361215243311904,0
