File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.956e+01
Avg = 2.142e+01
SD = 1.481e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.957e+00,2.478e+00,589038,1.899e+01
2,4.957e+00,9.913e+00,7.435e+00,344452,1.157e+01
3,9.913e+00,1.487e+01,1.239e+01,330276,1.118e+01
4,1.487e+01,1.983e+01,1.735e+01,220596,7.051e+00
5,1.983e+01,2.478e+01,2.230e+01,182842,5.742e+00
6,2.478e+01,2.974e+01,2.726e+01,298568,9.943e+00
7,2.974e+01,3.470e+01,3.222e+01,310238,1.030e+01
8,3.470e+01,3.965e+01,3.717e+01,315588,1.039e+01
9,3.965e+01,4.461e+01,4.213e+01,328310,1.110e+01
10,4.461e+01,4.956e+01,4.709e+01,124908,3.735e+00
