File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.511e+01
Avg = 5.398e+00
SD = 2.999e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.511e+00,7.557e-01,361882,7.629e+00
2,1.511e+00,3.023e+00,2.267e+00,940248,2.141e+01
3,3.023e+00,4.534e+00,3.778e+00,690318,1.568e+01
4,4.534e+00,6.046e+00,5.290e+00,521264,1.169e+01
5,6.046e+00,7.557e+00,6.801e+00,622671,1.406e+01
6,7.557e+00,9.068e+00,8.313e+00,792178,1.790e+01
7,9.068e+00,1.058e+01,9.824e+00,337637,7.796e+00
8,1.058e+01,1.209e+01,1.134e+01,144484,3.053e+00
9,1.209e+01,1.360e+01,1.285e+01,45183,5.279e-01
10,1.360e+01,1.511e+01,1.436e+01,4032,2.477e-01
