File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.670e+01
Avg = 6.026e+00
SD = 3.869e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.670e+00,8.350e-01,152364,1.655e+01
2,1.670e+00,3.340e+00,2.505e+00,130935,1.490e+01
3,3.340e+00,5.010e+00,4.175e+00,123445,1.403e+01
4,5.010e+00,6.680e+00,5.845e+00,88542,9.677e+00
5,6.680e+00,8.350e+00,7.515e+00,117446,1.325e+01
6,8.350e+00,1.002e+01,9.185e+00,103988,1.183e+01
7,1.002e+01,1.169e+01,1.086e+01,98872,1.120e+01
8,1.169e+01,1.336e+01,1.253e+01,70329,7.283e+00
9,1.336e+01,1.503e+01,1.420e+01,41371,1.007e+00
10,1.503e+01,1.670e+01,1.587e+01,4032,2.710e-01
