File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.934e+01
Avg = 6.305e+00
SD = 4.046e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.934e+00,9.672e-01,256014,1.736e+01
2,1.934e+00,3.869e+00,2.901e+00,238309,1.712e+01
3,3.869e+00,5.803e+00,4.836e+00,208258,1.484e+01
4,5.803e+00,7.737e+00,6.770e+00,185971,1.319e+01
5,7.737e+00,9.672e+00,8.704e+00,181972,1.293e+01
6,9.672e+00,1.161e+01,1.064e+01,196252,1.368e+01
7,1.161e+01,1.354e+01,1.257e+01,99080,6.961e+00
8,1.354e+01,1.547e+01,1.451e+01,44011,2.991e+00
9,1.547e+01,1.741e+01,1.644e+01,39829,7.613e-01
10,1.741e+01,1.934e+01,1.838e+01,4032,1.740e-01
