File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.757e+01
Avg = 1.403e+01
SD = 1.009e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.757e+00,1.879e+00,254976,2.164e+01
2,3.757e+00,7.514e+00,5.636e+00,173248,1.503e+01
3,7.514e+00,1.127e+01,9.393e+00,118283,1.012e+01
4,1.127e+01,1.503e+01,1.315e+01,86381,7.311e+00
5,1.503e+01,1.879e+01,1.691e+01,109219,9.375e+00
6,1.879e+01,2.254e+01,2.066e+01,115969,1.006e+01
7,2.254e+01,2.630e+01,2.442e+01,119494,1.030e+01
8,2.630e+01,3.006e+01,2.818e+01,131948,1.125e+01
9,3.006e+01,3.381e+01,3.194e+01,50163,4.045e+00
10,3.381e+01,3.757e+01,3.569e+01,36263,8.740e-01
