File= Filling_Pressure.csv
Min = 0.000e+00
Max = 6.110e+01
Avg = 2.664e+01
SD = 1.806e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,6.110e+00,3.055e+00,711868,1.798e+01
2,6.110e+00,1.222e+01,9.165e+00,437864,1.134e+01
3,1.222e+01,1.833e+01,1.527e+01,420571,1.090e+01
4,1.833e+01,2.444e+01,2.138e+01,324295,8.235e+00
5,2.444e+01,3.055e+01,2.749e+01,255190,6.391e+00
6,3.055e+01,3.666e+01,3.360e+01,385228,9.949e+00
7,3.666e+01,4.277e+01,3.971e+01,384104,9.939e+00
8,4.277e+01,4.888e+01,4.582e+01,390447,1.008e+01
9,4.888e+01,5.499e+01,5.193e+01,457099,1.156e+01
10,5.499e+01,6.110e+01,5.804e+01,148734,3.625e+00
