File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.599e+01
Avg = 5.386e+00
SD = 3.320e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.599e+00,7.994e-01,90822,9.913e+00
2,1.599e+00,3.198e+00,2.398e+00,241919,2.708e+01
3,3.198e+00,4.796e+00,3.997e+00,115407,1.288e+01
4,4.796e+00,6.395e+00,5.596e+00,88417,9.857e+00
5,6.395e+00,7.994e+00,7.195e+00,106459,1.194e+01
6,7.994e+00,9.593e+00,8.793e+00,148982,1.668e+01
7,9.593e+00,1.119e+01,1.039e+01,67222,7.625e+00
8,1.119e+01,1.279e+01,1.199e+01,32079,3.094e+00
9,1.279e+01,1.439e+01,1.359e+01,28037,6.658e-01
10,1.439e+01,1.599e+01,1.519e+01,4032,2.697e-01
