File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.299e+01
Avg = 1.298e+01
SD = 9.661e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.299e+00,1.649e+00,167938,2.469e+01
2,3.299e+00,6.598e+00,4.948e+00,89643,1.357e+01
3,6.598e+00,9.896e+00,8.247e+00,49953,7.399e+00
4,9.896e+00,1.320e+01,1.155e+01,36976,5.460e+00
5,1.320e+01,1.649e+01,1.484e+01,41192,6.087e+00
6,1.649e+01,1.979e+01,1.814e+01,59297,8.817e+00
7,1.979e+01,2.309e+01,2.144e+01,85481,1.297e+01
8,2.309e+01,2.639e+01,2.474e+01,92934,1.375e+01
9,2.639e+01,2.969e+01,2.804e+01,39798,5.642e+00
10,2.969e+01,3.299e+01,3.134e+01,34372,1.623e+00
