File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.089e+01
Avg = 7.137e+00
SD = 4.283e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.089e+00,1.044e+00,78482,8.520e+00
2,2.089e+00,4.178e+00,3.133e+00,240912,2.697e+01
3,4.178e+00,6.267e+00,5.223e+00,122567,1.369e+01
4,6.267e+00,8.356e+00,7.312e+00,91839,1.024e+01
5,8.356e+00,1.044e+01,9.400e+00,106680,1.194e+01
6,1.044e+01,1.253e+01,1.149e+01,150208,1.682e+01
7,1.253e+01,1.462e+01,1.358e+01,67634,7.681e+00
8,1.462e+01,1.671e+01,1.567e+01,33097,3.199e+00
9,1.671e+01,1.880e+01,1.776e+01,27925,6.666e-01
10,1.880e+01,2.089e+01,1.985e+01,4032,2.697e-01
