File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 45 : V03FAM_G05_P05 (MPa),
0.000634899,0.00065038,
0.0019074,0.00725794,
0.00322626,0.0106748,
0.00444986,0.00290066,
0.00565497,0.503487,
0.00689107,1.23231,
0.00794997,2.16765,
0.00838756,1.76211,
0.00884362,1.73778,
0.00930941,1.72934,
0.00975344,1.73831,
0.0101728,1.77943,
0.0106709,1.83601,
0.0112607,1.9056,
0.0118642,1.95496,
0.0125751,2.00544,
0.0132903,2.07327,
0.0140171,2.11516,
0.0148814,2.17641,
0.0157483,2.22532,
0.0167689,2.29031,
0.0177867,2.34291,
0.0188111,2.38986,
0.0198388,2.38194,
0.0210239,2.50117,
0.0222252,2.54649,
0.0234364,2.58678,
0.0248557,2.59221,
0.0262392,2.6945,
0.0276558,2.69161,
0.0290503,2.77219,
0.0304751,2.77353,
0.0321126,2.85531,
0.0337829,2.8631,
0.0354279,2.93379,
0.0371173,2.94197,
0.0387828,2.97935,
0.0404439,3.01616,
0.0423838,3.05588,
0.0443185,3.09528,
0.0462691,3.13032,
0.0482301,3.16445,
0.0501993,3.19636,
0.0521686,3.22678,
0.0541478,3.25582,
0.0564666,3.29097,
0.0587824,3.32566,
0.0611097,3.35719,
0.0634491,3.38955,
0.065795,3.4187,
0.068147,3.44846,
0.0705146,3.47676,
0.0732759,3.53987,
0.0758859,3.54875,
0.0786486,3.57636,
0.0814293,3.60438,
0.0842217,3.63334,
0.0870226,3.66059,
0.0898229,3.68853,
0.0926397,3.71719,
0.0954753,3.74336,
0.0987871,3.77542,
0.102092,3.80671,
0.105405,3.83657,
0.108729,3.86583,
0.112061,3.89375,
0.115398,3.9219,
0.118747,3.94949,
0.122114,3.97662,
0.125486,4.00348,
0.128877,4.03017,
0.132827,4.06055,
0.136772,4.0913,
0.140717,4.12075,
0.144668,4.14967,
0.148624,4.17841,
0.152593,4.20669,
0.156569,4.23468,
0.160554,4.26201,
0.164552,4.28883,
0.168556,4.31571,
0.172561,4.3423,
0.17722,4.37242,
0.181858,4.40353,
0.186501,4.43308,
0.19114,4.46185,
