File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.895e+01
Avg = 1.085e+01
SD = 7.787e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.895e+00,1.448e+00,127322,1.937e+01
2,2.895e+00,5.791e+00,4.343e+00,106324,1.688e+01
3,5.791e+00,8.686e+00,7.239e+00,73986,1.158e+01
4,8.686e+00,1.158e+01,1.013e+01,49882,7.369e+00
5,1.158e+01,1.448e+01,1.303e+01,62554,9.904e+00
6,1.448e+01,1.737e+01,1.593e+01,57862,9.158e+00
7,1.737e+01,2.027e+01,1.882e+01,56380,8.925e+00
8,2.027e+01,2.316e+01,2.172e+01,58915,9.217e+00
9,2.316e+01,2.606e+01,2.461e+01,65423,6.940e+00
10,2.606e+01,2.895e+01,2.751e+01,16588,6.551e-01
