File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.054e+01
Avg = 6.219e+00
SD = 4.433e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.054e+00,1.027e+00,288130,2.281e+01
2,2.054e+00,4.108e+00,3.081e+00,220142,1.822e+01
3,4.108e+00,6.163e+00,5.135e+00,154240,1.230e+01
4,6.163e+00,8.217e+00,7.190e+00,145059,1.165e+01
5,8.217e+00,1.027e+01,9.244e+00,143555,1.166e+01
6,1.027e+01,1.233e+01,1.130e+01,169088,1.342e+01
7,1.233e+01,1.438e+01,1.335e+01,78092,6.547e+00
8,1.438e+01,1.643e+01,1.541e+01,44114,2.696e+00
9,1.643e+01,1.849e+01,1.746e+01,34216,5.008e-01
10,1.849e+01,2.054e+01,1.951e+01,4032,1.913e-01
