File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.090e+01
Avg = 1.602e+01
SD = 1.115e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.090e+00,2.045e+00,225574,2.031e+01
2,4.090e+00,8.181e+00,6.136e+00,132450,1.221e+01
3,8.181e+00,1.227e+01,1.023e+01,121557,1.118e+01
4,1.227e+01,1.636e+01,1.432e+01,88293,8.010e+00
5,1.636e+01,2.045e+01,1.841e+01,94332,8.571e+00
6,2.045e+01,2.454e+01,2.250e+01,118959,1.094e+01
7,2.454e+01,2.863e+01,2.659e+01,121133,1.109e+01
8,2.863e+01,3.272e+01,3.068e+01,126318,1.149e+01
9,3.272e+01,3.681e+01,3.477e+01,56167,5.032e+00
10,3.681e+01,4.090e+01,3.886e+01,35829,1.170e+00
