File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\V02\v02FAM_G03\P02\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 12 : V02FAM_G03_P02 (MPa),
0.00159246,0.000173193,
0.00426011,3.53486e-05,
0.00689759,0.00595305,
0.00936801,0.0468359,
0.0123022,0.379099,
0.0145534,0.795457,
0.016836,1.30323,
0.0182018,1.42605,
0.0191563,1.438,
0.0201011,1.49853,
0.0210998,1.57621,
0.0221079,1.66078,
0.023111,1.73842,
0.0241279,1.80834,
0.0251555,1.87109,
0.0263708,1.94681,
0.0276004,2.01628,
0.0290335,2.09187,
0.0304949,2.16617,
0.0319703,2.22544,
0.0336571,2.31299,
0.0353709,2.3884,
0.0370999,2.4603,
0.0391578,2.52636,
0.0411585,2.6015,
0.0431415,2.67139,
0.0451662,2.73749,
0.0474951,2.80711,
0.049837,2.87727,
0.0521985,2.94386,
0.0545866,3.00712,
0.057002,3.07006,
0.0597992,3.1387,
0.0625736,3.20596,
0.0653714,3.27187,
0.0682053,3.33515,
0.0710509,3.39677,
0.0739178,3.45664,
0.0772357,3.52336,
0.0805407,3.59117,
0.0839042,3.65842,
0.0872491,3.72107,
0.0906527,3.78643,
0.0940716,3.8473,
0.0974839,3.90787,
0.101445,3.977,
0.105397,4.04844,
0.109388,4.11947,
0.113407,4.18797,
0.117436,4.25463,
0.121502,4.32036,
0.125584,4.38543,
0.13032,4.45703,
0.13504,4.5323,
0.139799,4.59941,
0.144677,4.67358,
0.1495,4.74569,
0.154312,4.81612,
0.159133,4.88553,
0.163981,4.95805,
0.168847,5.03691,
0.173764,5.12241,
0.178685,5.20769,
0.184382,5.32431,
0.190057,5.47321,
0.195714,5.62536,
0.201417,5.76602,
0.207251,5.93965,
0.213026,6.08663,
0.218924,6.24713,
0.224808,6.41099,
0.230636,6.57471,
0.236026,6.76905,
0.241188,7.02026,
0.246536,7.1626,
0.251898,7.34469,
0.257204,7.52487,
0.262483,7.69646,
0.267857,7.88008,
0.273147,8.05312,
0.27851,8.23535,
0.283784,8.41738,
0.288969,8.59067,
0.294144,8.7604,
0.299331,8.92687,
0.304461,9.09365,
0.309595,9.25718,
0.314761,9.42088,
0.31993,9.58359,
0.325099,9.75056,
0.330168,9.91385,
0.33522,10.0717,
0.340266,10.2229,
0.345437,10.3778,
0.350615,10.5417,
0.355668,10.7171,
0.360573,10.8717,
0.365495,11.0046,
0.370539,11.1708,
0.375463,11.3081,
0.380512,11.473,
0.385464,11.6068,
0.390651,11.7558,
0.395859,11.9149,
0.401085,12.0956,
0.40604,12.2577,
0.41097,12.4101,
0.415901,12.5634,
0.420841,12.7177,
0.425794,12.8724,
0.430733,13.0269,
0.435674,13.1829,
0.440631,13.3377,
0.445574,13.4941,
0.450514,13.6502,
0.455473,13.8089,
0.460435,13.9668,
0.465411,14.1258,
0.470369,14.2855,
0.475337,14.4444,
0.480297,14.6059,
0.48526,14.7664,
0.490206,14.9272,
0.495127,15.064,
0.50032,15.2472,
0.505309,15.4215,
0.510244,15.5837,
0.515185,15.7479,
0.52013,15.9097,
0.525088,16.0748,
0.530027,16.2403,
0.534974,16.4038,
0.539911,16.5698,
0.544855,16.7359,
0.549815,16.9024,
0.554777,17.0693,
0.559707,17.2114,
0.564907,17.4,
0.569879,17.5807,
0.574809,17.7487,
0.579745,17.9174,
0.584674,18.0863,
0.589609,18.2553,
0.594544,18.4255,
0.599488,18.5958,
0.604436,18.7669,
0.609392,18.9382,
0.614362,19.111,
0.619301,19.2838,
0.62425,19.4559,
0.629209,19.6303,
0.634155,19.8051,
0.639127,19.9788,
0.644084,20.1542,
0.649033,20.328,
0.65397,20.5034,
0.658927,20.6799,
0.663814,20.8566,
0.668525,21.03,
0.673026,21.2502,
0.677553,21.448,
0.682152,21.6524,
0.686708,21.871,
0.691146,22.0849,
0.695547,22.2912,
0.700072,22.5053,
0.703921,22.7077,
0.707737,22.8822,
0.711599,23.0705,
0.715442,23.2575,
0.719306,23.446,
