File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.881e+01
Avg = 1.964e+01
SD = 1.432e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.881e+00,2.441e+00,217772,2.287e+01
2,4.881e+00,9.762e+00,7.322e+00,127992,1.403e+01
3,9.762e+00,1.464e+01,1.220e+01,77347,8.301e+00
4,1.464e+01,1.952e+01,1.708e+01,52253,5.514e+00
5,1.952e+01,2.441e+01,2.196e+01,55272,5.909e+00
6,2.441e+01,2.929e+01,2.685e+01,89001,9.590e+00
7,2.929e+01,3.417e+01,3.173e+01,106317,1.161e+01
8,3.417e+01,3.905e+01,3.661e+01,125102,1.333e+01
9,3.905e+01,4.393e+01,4.149e+01,66788,7.021e+00
10,4.393e+01,4.881e+01,4.637e+01,41896,1.826e+00
