File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.334e+01
Avg = 1.248e+01
SD = 8.775e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.334e+00,1.667e+00,197618,2.134e+01
2,3.334e+00,6.669e+00,5.001e+00,145431,1.639e+01
3,6.669e+00,1.000e+01,8.336e+00,79066,8.729e+00
4,1.000e+01,1.334e+01,1.167e+01,63338,6.983e+00
5,1.334e+01,1.667e+01,1.500e+01,72231,7.974e+00
6,1.667e+01,2.001e+01,1.834e+01,103897,1.159e+01
7,2.001e+01,2.334e+01,2.167e+01,127103,1.416e+01
8,2.334e+01,2.667e+01,2.501e+01,80664,8.811e+00
9,2.667e+01,3.001e+01,2.834e+01,37485,3.198e+00
10,3.001e+01,3.334e+01,3.168e+01,25151,8.277e-01
