File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 28 : V03FAM_G02_P03 (MPa),
0.000858594,0.00142483,
0.00234584,0.000117191,
0.00398945,0.00820957,
0.00552818,0.0554747,
0.0070987,0.398446,
0.00852568,1.01082,
0.00979094,1.8763,
0.0102599,1.57847,
0.0107311,1.4994,
0.0112294,1.51448,
0.0118521,1.51867,
0.0125982,1.5437,
0.0133433,1.56542,
0.0142037,1.58098,
0.0151346,1.60033,
0.0161286,1.65686,
0.0172934,1.72779,
0.0185147,1.74327,
0.0197887,1.78177,
0.021074,1.79252,
0.0223928,1.81321,
0.0239539,1.8411,
0.0255238,1.87465,
0.0270875,1.84339,
0.0288719,1.93112,
0.030699,1.92372,
0.0325135,1.94969,
0.034632,1.97713,
0.0367508,2.00152,
0.0388776,2.01847,
0.0409751,2.04711,
0.0434606,2.06618,
0.0459521,2.08527,
0.0484487,2.10407,
0.0509621,2.12145,
0.0539279,2.14074,
0.0568949,2.1593,
0.0598629,2.17693,
0.0628503,2.19366,
0.0658608,2.20958,
0.0688794,2.22432,
0.0724228,2.24126,
0.0759602,2.25807,
0.0795209,2.27473,
0.0830976,2.29006,
0.0866812,2.30501,
0.0902939,2.31945,
0.0945295,2.33563,
0.0987445,2.3527,
0.102996,2.36841,
0.107258,2.3838,
0.111531,2.39833,
0.115805,2.41204,
0.120803,2.42786,
0.125798,2.44479,
0.130814,2.46013,
0.135838,2.47526,
0.140878,2.48936,
0.145946,2.50331,
0.151029,2.517,
0.156111,2.53017,
0.162041,2.54571,
0.167981,2.56147,
0.173934,2.57634,
0.179893,2.59029,
0.185861,2.60408,
0.19185,2.61717,
0.197855,2.63012,
0.203879,2.64303,
0.20984,2.65812,
0.215529,2.67749,
0.222356,2.70064,
0.229207,2.71978,
0.236083,2.73799,
0.243007,2.75489,
0.249966,2.77141,
0.256948,2.78764,
0.263973,2.80355,
0.271037,2.81934,
0.278132,2.83528,
0.284937,2.85465,
0.292033,2.86854,
0.298872,2.88949,
0.305646,2.90686,
0.31244,2.91885,
0.319524,2.92994,
0.326561,2.94387,
0.333604,2.9577,
0.340648,2.97147,
0.347725,2.98875,
0.354669,3.00088,
0.361793,3.01656,
0.368712,3.02733,
0.375444,3.04071,
0.38162,3.09722,
0.387802,3.18863,
0.394098,3.19643,
0.400422,3.2157,
0.406714,3.23918,
0.412998,3.2642,
0.419235,3.28874,
0.425463,3.31352,
0.431662,3.33989,
0.437837,3.36591,
0.443994,3.39235,
0.450134,3.41822,
0.456264,3.44459,
0.462384,3.47097,
0.468497,3.49715,
0.474615,3.52313,
0.480717,3.54872,
0.486829,3.57464,
0.49296,3.60135,
0.499112,3.62618,
0.505279,3.6513,
0.511469,3.67716,
0.517685,3.70065,
0.523914,3.72569,
0.530185,3.7497,
0.5365,3.77346,
0.542832,3.79774,
0.549202,3.82092,
0.555613,3.84424,
0.562044,3.86774,
0.568505,3.89029,
0.575009,3.91311,
0.581554,3.93585,
0.588135,3.95785,
0.594733,3.97508,
0.601166,4.00592,
0.607808,4.02253,
0.61432,4.04738,
0.620848,4.07386,
0.627595,4.08988,
0.634191,4.11536,
0.641013,4.13126,
0.647716,4.15661,
0.654628,4.17317,
0.661411,4.19591,
0.668178,4.21761,
0.674956,4.23995,
0.681948,4.25548,
0.68879,4.27703,
0.695563,4.29851,
0.702293,4.31964,
0.708955,4.34351,
0.715564,4.37718,
0.722329,4.39335,
0.729104,4.4108,
0.735768,4.43477,
0.742449,4.46012,
0.749318,4.47808,
0.756045,4.50383,
0.76294,4.52283,
0.769655,4.5484,
0.776354,4.57344,
0.783034,4.59766,
0.789692,4.62216,
0.79633,4.64569,
0.802945,4.66964,
0.809562,4.69291,
0.816117,4.71685,
0.822679,4.73939,
0.829169,4.7623,
0.835645,4.7842,
0.84209,4.80701,
0.848556,4.8289,
0.854917,4.85043,
0.860529,4.89898,
0.862337,4.94963,
0.867639,7.74601,
0.872952,10.4,
0.876694,12.1703,
0.876694,12.1703,
0.883334,15.1933,
0.890173,18.1004,
0.897217,20.8898,
0.904472,23.5606,
0.911946,26.1119,
0.919643,28.5433,
0.927571,30.8549,
0.935737,33.0471,
0.944148,35.1207,
0.952812,37.0768,
0.961735,38.9171,
0.970926,40.6434,
0.980393,42.2581,
0.990143,43.7638,
1.00019,45.1635,
1.01053,46.4603,
1.02119,47.6579,
1.03216,48.76,
1.04347,49.7705,
1.05511,50.6938,
1.0671,51.534,
1.07945,52.2956,
1.09217,52.9832,
1.10528,53.6013,
1.11878,54.1545,
1.13268,54.6474,
1.147,55.0845,
1.16175,55.4703,
1.17694,55.809,
1.19258,56.1049,
1.2087,56.362,
1.2253,56.5841,
1.2424,56.7749,
1.26001,56.9378,
1.27815,57.0761,
1.29683,57.1926,
1.31608,57.2903,
1.33821,57.3809,
1.36366,57.4621,
1.39293,57.5318,
1.42658,57.5884,
1.46529,57.6316,
1.5098,57.662,
1.56099,57.6815,
1.6173,57.6919,
1.67924,57.6969,
1.74737,57.699,
1.82232,57.6998,
1.90476,57.7,
1.99544,57.7,
2.0952,57.7,
2.20492,57.7,
2.32563,57.7,
2.4584,57.7,
2.60445,57.7,
2.7651,57.7,
2.94182,57.7,
3.13621,57.7,
3.35004,57.7,
3.56601,57.7,
3.78414,57.7,
4.00445,57.7,
4.22696,57.7,
4.4517,57.7,
4.67868,57.7,
4.90794,57.7,
5.13948,57.7,
5.28234,57.7,
5.30957,47.7,
5.33053,37.7,
5.35464,28.6109,
5.38237,20.6784,
5.41425,14.0853,
5.45092,8.92066,
5.49309,5.1591,
5.54158,2.65736,
5.59734,1.17547,
5.65869,0.45441,
5.72616,0.14779,
5.80039,0.0380944,
5.88203,0.00699168,
6.1159,1e-06,
6.3521,1e-06,
6.59066,1e-06,
6.83161,1e-06,
7.07497,1e-06,
7.32076,1e-06,
7.56901,1e-06,
7.81975,1e-06,
8.07298,1e-06,
8.32876,1e-06,
8.58709,1e-06,
8.848,1e-06,
9.11152,1e-06,
9.37768,1e-06,
9.6465,1e-06,
9.91801,1e-06,
10.1922,1e-06,
10.4692,1e-06,
10.7489,1e-06,
11.0315,1e-06,
11.3168,1e-06,
11.605,1e-06,
11.8961,1e-06,
12.1901,1e-06,
12.4871,1e-06,
12.787,1e-06,
13.0899,1e-06,
13.3958,1e-06,
13.7048,1e-06,
14.0169,1e-06,
14.3321,1e-06,
14.6505,1e-06,
14.972,1e-06,
15.2968,1e-06,
15.6248,1e-06,
15.9561,1e-06,
16.2907,1e-06,
16.6287,1e-06,
16.97,1e-06,
17.3147,1e-06,
17.6629,1e-06,
18.0146,1e-06,
18.3698,1e-06,
18.7285,1e-06,
19.0909,1e-06,
19.4568,1e-06,
19.8264,1e-06,
20.1997,1e-06,
20.5768,1e-06,
20.9576,1e-06,
21.3422,1e-06,
21.7307,1e-06,
22.123,1e-06,
22.5193,1e-06,
22.9195,1e-06,
23.3238,1e-06,
23.732,1e-06,
24.1444,1e-06,
24.4823,1e-06,
24.8237,1e-06,
