File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.644e+01
Avg = 1.063e+01
SD = 7.415e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.644e+00,1.322e+00,118884,1.803e+01
2,2.644e+00,5.288e+00,3.966e+00,99164,1.575e+01
3,5.288e+00,7.931e+00,6.610e+00,72658,1.152e+01
4,7.931e+00,1.058e+01,9.253e+00,45747,6.745e+00
5,1.058e+01,1.322e+01,1.190e+01,57666,8.973e+00
6,1.322e+01,1.586e+01,1.454e+01,58549,9.254e+00
7,1.586e+01,1.851e+01,1.718e+01,57404,9.080e+00
8,1.851e+01,2.115e+01,1.983e+01,58899,9.261e+00
9,2.115e+01,2.379e+01,2.247e+01,68687,9.986e+00
10,2.379e+01,2.644e+01,2.512e+01,37578,1.403e+00
