File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.966e+01
Avg = 7.100e+00
SD = 4.300e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.966e+00,9.832e-01,77117,8.373e+00
2,1.966e+00,3.933e+00,2.949e+00,234183,2.621e+01
3,3.933e+00,5.899e+00,4.916e+00,111407,1.245e+01
4,5.899e+00,7.865e+00,6.882e+00,83227,9.281e+00
5,7.865e+00,9.832e+00,8.848e+00,91952,1.026e+01
6,9.832e+00,1.180e+01,1.081e+01,149043,1.659e+01
7,1.180e+01,1.376e+01,1.278e+01,94417,1.079e+01
8,1.376e+01,1.573e+01,1.475e+01,41843,4.586e+00
9,1.573e+01,1.770e+01,1.671e+01,36155,1.177e+00
10,1.770e+01,1.966e+01,1.868e+01,4032,2.697e-01
