File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.451e+01
Avg = 8.913e+00
SD = 6.512e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.451e+00,1.226e+00,201582,2.136e+01
2,2.451e+00,4.903e+00,3.677e+00,162599,1.791e+01
3,4.903e+00,7.354e+00,6.129e+00,89241,9.386e+00
4,7.354e+00,9.806e+00,8.580e+00,58671,6.057e+00
5,9.806e+00,1.226e+01,1.103e+01,93412,1.014e+01
6,1.226e+01,1.471e+01,1.348e+01,92165,1.008e+01
7,1.471e+01,1.716e+01,1.593e+01,89931,9.802e+00
8,1.716e+01,1.961e+01,1.839e+01,105707,1.127e+01
9,1.961e+01,2.206e+01,2.084e+01,65948,3.670e+00
10,2.206e+01,2.451e+01,2.329e+01,5604,3.234e-01
