File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.201e+01
Avg = 4.430e+00
SD = 2.242e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.201e+00,6.006e-01,233418,5.188e+00
2,1.201e+00,2.403e+00,1.802e+00,804499,1.942e+01
3,2.403e+00,3.604e+00,3.003e+00,703203,1.757e+01
4,3.604e+00,4.805e+00,4.205e+00,495341,1.203e+01
5,4.805e+00,6.006e+00,5.406e+00,572649,1.402e+01
6,6.006e+00,7.208e+00,6.607e+00,875772,2.148e+01
7,7.208e+00,8.409e+00,7.808e+00,322056,7.764e+00
8,8.409e+00,9.610e+00,9.010e+00,116554,2.156e+00
9,9.610e+00,1.081e+01,1.021e+01,10009,1.970e-01
10,1.081e+01,1.201e+01,1.141e+01,2880,1.708e-01
