File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.511e+01
Avg = 9.526e+00
SD = 7.158e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.511e+00,1.256e+00,131942,2.602e+01
2,2.511e+00,5.023e+00,3.767e+00,68278,1.395e+01
3,5.023e+00,7.534e+00,6.278e+00,34175,6.740e+00
4,7.534e+00,1.005e+01,8.790e+00,25610,4.848e+00
5,1.005e+01,1.256e+01,1.130e+01,30571,5.945e+00
6,1.256e+01,1.507e+01,1.381e+01,54192,1.091e+01
7,1.507e+01,1.758e+01,1.632e+01,65193,1.337e+01
8,1.758e+01,2.009e+01,1.884e+01,70678,1.387e+01
9,2.009e+01,2.260e+01,2.135e+01,47613,3.795e+00
10,2.260e+01,2.511e+01,2.386e+01,4532,5.560e-01
