File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.462e+01
Avg = 9.153e+00
SD = 6.661e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.462e+00,1.231e+00,220037,2.384e+01
2,2.462e+00,4.923e+00,3.692e+00,130612,1.473e+01
3,4.923e+00,7.385e+00,6.154e+00,73387,8.104e+00
4,7.385e+00,9.846e+00,8.616e+00,61371,6.763e+00
5,9.846e+00,1.231e+01,1.108e+01,69329,7.652e+00
6,1.231e+01,1.477e+01,1.354e+01,100928,1.126e+01
7,1.477e+01,1.723e+01,1.600e+01,124182,1.385e+01
8,1.723e+01,1.969e+01,1.846e+01,85664,9.368e+00
9,1.969e+01,2.215e+01,2.092e+01,38722,3.535e+00
10,2.215e+01,2.462e+01,2.339e+01,27752,9.069e-01
