File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.569e+01
Avg = 9.440e+00
SD = 6.885e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.569e+00,1.285e+00,225986,2.398e+01
2,2.569e+00,5.138e+00,3.854e+00,127034,1.424e+01
3,5.138e+00,7.707e+00,6.422e+00,80086,8.595e+00
4,7.707e+00,1.028e+01,8.991e+00,63843,6.725e+00
5,1.028e+01,1.285e+01,1.156e+01,77460,8.287e+00
6,1.285e+01,1.541e+01,1.413e+01,103452,1.149e+01
7,1.541e+01,1.798e+01,1.670e+01,112370,1.229e+01
8,1.798e+01,2.055e+01,1.927e+01,101365,1.081e+01
9,2.055e+01,2.312e+01,2.184e+01,63633,3.230e+00
10,2.312e+01,2.569e+01,2.441e+01,8359,3.481e-01
