File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.297e+01
Avg = 7.823e+00
SD = 5.770e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.296e+00,1.148e+00,182961,2.646e+01
2,2.296e+00,4.593e+00,3.445e+00,90818,1.360e+01
3,4.593e+00,6.889e+00,5.741e+00,55997,8.196e+00
4,6.889e+00,9.186e+00,8.038e+00,51182,7.459e+00
5,9.186e+00,1.148e+01,1.033e+01,62202,9.143e+00
6,1.148e+01,1.378e+01,1.263e+01,94301,1.413e+01
7,1.378e+01,1.608e+01,1.493e+01,96722,1.409e+01
8,1.608e+01,1.837e+01,1.722e+01,39603,5.344e+00
9,1.837e+01,2.067e+01,1.952e+01,35390,1.206e+00
10,2.067e+01,2.297e+01,2.182e+01,4032,3.650e-01
